        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m)
 2.45847500e+00,        +3.592966453636e+00,        -9.504408973033e-02,        -7.927859178095e+00,        +6.431612367489e-02,        -4.572662060872e-02,        +1.708606408922e-03,        +3.956936182675e+00,        -1.099879845323e-01,        -1.760584819730e+01,        -1.035289687066e-01,        -3.833296773786e-02,        -5.510993621944e-03,        +4.142981978651e+00,        +3.336409201056e-01,        -2.432862267882e+01,        -4.337271680672e-01,        -2.655738643098e-02,        +5.747169719120e-03,        +4.363153899998e+00,        +2.689063572848e-01,        -3.246816631240e+01,        -6.827855574560e-01,        -1.366930026719e-02,        +6.420205495239e-03,        +4.613385700102e+00,        +2.574093551471e-01,        -4.374448326219e+01,        -9.795911350370e-01,        +1.894800959367e-03,        +9.362590474104e-03,        +4.753550668154e+00,        +2.577122891416e-01,        -5.169757094495e+01,        -1.196230649085e+00,        +1.058694562213e-02,        +1.111456118121e-02,        +4.900890614133e+00,        +2.625255960464e-01,        -5.946790680326e+01,        -1.429414216865e+00,        +1.959037052130e-02,        +1.253973488460e-02,        -1.387939419883e+01,        -1.803394658085e-01,        -1.619307281287e+02,        -3.990741216170e+00,        +4.384041080116e-01,        +1.207148962506e-02
 2.45850000e+00,        +3.592973799971e+00,        -9.511202061623e-02,        -7.923593530027e+00,        +6.458803615520e-02,        -4.573803605931e-02,        +1.709933421479e-03,        +3.956860361114e+00,        -1.100608550235e-01,        -1.758884315404e+01,        -1.027228054890e-01,        -3.833847099785e-02,        -5.509408498810e-03,        +4.142909067743e+00,        +3.335558256615e-01,        -2.430274402389e+01,        -4.325441003594e-01,        -2.656522619882e-02,        +5.748244147652e-03,        +4.363029848741e+00,        +2.688167553024e-01,        -3.243155418621e+01,        -6.811353529720e-01,        -1.367831559289e-02,        +6.421063776620e-03,        +4.613181744475e+00,        +2.573131308159e-01,        -4.369298645181e+01,        -9.772636312801e-01,        +1.887775230362e-03,        +9.363016585685e-03,        +4.753288322099e+00,        +2.576111729139e-01,        -5.163557925837e+01,        -1.193396760835e+00,        +1.058061594393e-02,        +1.111500311745e-02,        +4.900507071126e+00,        +2.624183556149e-01,        -5.939568121745e+01,        -1.426057433704e+00,        +1.959065827623e-02,        +1.254032118141e-02,        -1.388381602449e+01,        -1.801470941979e-01,        -1.617325415083e+02,        -3.980766193831e+00,        +4.380935849486e-01,        +1.205285637152e-02
 2.45852500e+00,        +3.592981688860e+00,        -9.517984293840e-02,        -7.919340166598e+00,        +6.485909563893e-02,        -4.574945947117e-02,        +1.711260169495e-03,        +3.956785231365e+00,        -1.101336021336e-01,        -1.757188448167e+01,        -1.019195909230e-01,        -3.834399530825e-02,        -5.507825349374e-03,        +4.142836791160e+00,        +3.334709265367e-01,        -2.427693549787e+01,        -4.313654836066e-01,        -2.657307789534e-02,        +5.749319217324e-03,        +4.362906474534e+00,        +2.687273482602e-01,        -3.239504091922e+01,        -6.794914233066e-01,        -1.368733659820e-02,        +6.421923275466e-03,        +4.612978520068e+00,        +2.572171105327e-01,        -4.364162834440e+01,        -9.749450006369e-01,        +1.880743163264e-03,        +9.363445081710e-03,        +4.753026732483e+00,        +2.575102684718e-01,        -5.157375437213e+01,        -1.190573653128e+00,        +1.057428055524e-02,        +1.111544741304e-02,        +4.900124462353e+00,        +2.623113417687e-01,        -5.932364982745e+01,        -1.422713368352e+00,        +1.959092613474e-02,        +1.254090906463e-02,        -1.388824249844e+01,        -1.799551381535e-01,        -1.615348885714e+02,        -3.970828124987e+00,        +4.377839591886e-01,        +1.203428820306e-02
 2.45855000e+00,        +3.592990117717e+00,        -9.524755718533e-02,        -7.915099037912e+00,        +6.512930652838e-02,        -4.576089083219e-02,        +1.712586656366e-03,        +3.956710790246e+00,        -1.102062264215e-01,        -1.755497199357e+01,        -1.011193095210e-01,        -3.834954060504e-02,        -5.506244161668e-03,        +4.142765145936e+00,        +3.333862218501e-01,        -2.425119681883e+01,        -4.301912944063e-01,        -2.658094149409e-02,        +5.750394927805e-03,        +4.362783774230e+00,        +2.686381352823e-01,        -3.235862611427e+01,        -6.778537354742e-01,        -1.369636328211e-02,        +6.422783988495e-03,        +4.612776023490e+00,        +2.571212933838e-01,        -4.359040838297e+01,        -9.726351965625e-01,        +1.873704761358e-03,        +9.363875953919e-03,        +4.752765895788e+00,        +2.574095748694e-01,        -5.151209561657e+01,        -1.187761269556e+00,        +1.056793945608e-02,        +1.111589405949e-02,        +4.899742783553e+00,        +2.622045534896e-01,        -5.925181185374e+01,        -1.419381954477e+00,        +1.959117415340e-02,        +1.254149852975e-02,        -1.389267360849e+01,        -1.797635955134e-01,        -1.613377671792e+02,        -3.960926819396e+00,        +4.374752271529e-01,        +1.201578478645e-02
 2.45857500e+00,        +3.592999083958e+00,        -9.531516384429e-02,        -7.910870094314e+00,        +6.539867320428e-02,        -4.577233013204e-02,        +1.713912889701e-03,        +3.956637034578e+00,        -1.102787284438e-01,        -1.753810550409e+01,        -1.003219458797e-01,        -3.835510682663e-02,        -5.504664919513e-03,        +4.142694129120e+00,        +3.333017107215e-01,        -2.422552770632e+01,        -4.290215094839e-01,        -2.658881697040e-02,        +5.751471282930e-03,        +4.362661744698e+00,        +2.685491154947e-01,        -3.232230937629e+01,        -6.762222566705e-01,        -1.370539564537e-02,        +6.423645916610e-03,        +4.612574251369e+00,        +2.570256784580e-01,        -4.353932601351e+01,        -9.703341727695e-01,        +1.866660026449e-03,        +9.364309198161e-03,        +4.752505808517e+00,        +2.573090911645e-01,        -5.145060232558e+01,        -1.184959554027e+00,        +1.056159264493e-02,        +1.111634305236e-02,        +4.899362030488e+00,        +2.620979897635e-01,        -5.918016652093e+01,        -1.416063126112e+00,        +1.959140238702e-02,        +1.254208957618e-02,        -1.389710934253e+01,        -1.795724641027e-01,        -1.611411752037e+02,        -3.951062087892e+00,        +4.371673852822e-01,        +1.199734578942e-02
 2.45860000e+00,        +3.593008585001e+00,        -9.538266337952e-02,        -7.906653286401e+00,        +6.566719998965e-02,        -4.578377736248e-02,        +1.715238871931e-03,        +3.956563961189e+00,        -1.103511087341e-01,        -1.752128482853e+01,        -9.952748472418e-02,        -3.836069391386e-02,        -5.503087611256e-03,        +4.142623737774e+00,        +3.332173922623e-01,        -2.419992788137e+01,        -4.278561057244e-01,        -2.659670430169e-02,        +5.752548281259e-03,        +4.362540382818e+00,        +2.684602880209e-01,        -3.228609031228e+01,        -6.745969543040e-01,        -1.371443369063e-02,        +6.424509055470e-03,        +4.612373200342e+00,        +2.569302648435e-01,        -4.348838068490e+01,        -9.680418832648e-01,        +1.859608958319e-03,        +9.364744805050e-03,        +4.752246467183e+00,        +2.572088164148e-01,        -5.138927383658e+01,        -1.182168450799e+00,        +1.055524011848e-02,        +1.111679438197e-02,        +4.898982198933e+00,        +2.619916495767e-01,        -5.910871305774e+01,        -1.412756817710e+00,        +1.959161088831e-02,        +1.254268219813e-02,        -1.390154968853e+01,        -1.793817417608e-01,        -1.609451105286e+02,        -3.941233742505e+00,        +4.368604300368e-01,        +1.197897088241e-02
 2.45862500e+00,        +3.593018618333e+00,        -9.545005626968e-02,        -7.902448565109e+00,        +6.593489119975e-02,        -4.579523251008e-02,        +1.716564610492e-03,        +3.956491566978e+00,        -1.104233678395e-01,        -1.750450978327e+01,        -9.873591087298e-02,        -3.836630180168e-02,        -5.501512221439e-03,        +4.142553968981e+00,        +3.331332656289e-01,        -2.417439706656e+01,        -4.266950601993e-01,        -2.660460346058e-02,        +5.753625926708e-03,        +4.362419685501e+00,        +2.683716520192e-01,        -3.224996853142e+01,        -6.729777960563e-01,        -1.372347741551e-02,        +6.425373406123e-03,        +4.612172867084e+00,        +2.568350516606e-01,        -4.343757184906e+01,        -9.657582824390e-01,        +1.852551561607e-03,        +9.365182770785e-03,        +4.751987868337e+00,        +2.571087497090e-01,        -5.132810949055e+01,        -1.179387904596e+00,        +1.054888187797e-02,        +1.111724804433e-02,        +4.898603284707e+00,        +2.618855319466e-01,        -5.903745069704e+01,        -1.409462964257e+00,        +1.959179971417e-02,        +1.254327639553e-02,        -1.390599463448e+01,        -1.791914263427e-01,        -1.607495710487e+02,        -3.931441596703e+00,        +4.365543578940e-01,        +1.196065973801e-02
 2.45865000e+00,        +3.593029181378e+00,        -9.551734298199e-02,        -7.898255881531e+00,        +6.620175111321e-02,        -4.580669556623e-02,        +1.717890107989e-03,        +3.956419848787e+00,        -1.104955062959e-01,        -1.748778018558e+01,        -9.794720924237e-02,        -3.837193043161e-02,        -5.499938738308e-03,        +4.142484819836e+00,        +3.330493299309e-01,        -2.414893498589e+01,        -4.255383500873e-01,        -2.661251442420e-02,        +5.754704217960e-03,        +4.362299649658e+00,        +2.682832066115e-01,        -3.221394364489e+01,        -6.713647497547e-01,        -1.373252682215e-02,        +6.426238964359e-03,        +4.611973248265e+00,        +2.567400379966e-01,        -4.338689896075e+01,        -9.634833248955e-01,        +1.845487836675e-03,        +9.365623086104e-03,        +4.751730008525e+00,        +2.570088901047e-01,        -5.126710863198e+01,        -1.176617860404e+00,        +1.054251792070e-02,        +1.111770402985e-02,        +4.898225283628e+00,        +2.617796358608e-01,        -5.896637867578e+01,        -1.406181501060e+00,        +1.959196891735e-02,        +1.254387216253e-02,        -1.391044416850e+01,        -1.790015157198e-01,        -1.605545546701e+02,        -3.921685464984e+00,        +4.362491653521e-01,        +1.194241203088e-02
 2.45867500e+00,        +3.593040271643e+00,        -9.558452399713e-02,        -7.894075187112e+00,        +6.646778400538e-02,        -4.581816651919e-02,        +1.719215371199e-03,        +3.956348803541e+00,        -1.105675246514e-01,        -1.747109585375e+01,        -9.716136482066e-02,        -3.837757974083e-02,        -5.498367146956e-03,        +4.142416287445e+00,        +3.329655843157e-01,        -2.412354136484e+01,        -4.243859527158e-01,        -2.662043716699e-02,        +5.755783158193e-03,        +4.362180272224e+00,        +2.681949509494e-01,        -3.217801526599e+01,        -6.697577834466e-01,        -1.374158190981e-02,        +6.427105730503e-03,        +4.611774340585e+00,        +2.566452229661e-01,        -4.333636147763e+01,        -9.612169655471e-01,        +1.838417786538e-03,        +9.366065746462e-03,        +4.751472884326e+00,        +2.569092366855e-01,        -5.120627060881e+01,        -1.173858263580e+00,        +1.053614824632e-02,        +1.111816233375e-02,        +4.897848191550e+00,        +2.616739603328e-01,        -5.889549623490e+01,        -1.402912363857e+00,        +1.959211855255e-02,        +1.254446949820e-02,        -1.391489827874e+01,        -1.788120077585e-01,        -1.603600593100e+02,        -3.911965163005e+00,        +4.359448489260e-01,        +1.192422743741e-02
 2.45870000e+00,        +3.593051886614e+00,        -9.565159976420e-02,        -7.889906433511e+00,        +6.673299407810e-02,        -4.582964536175e-02,        +1.720540401778e-03,        +3.956278428148e+00,        -1.106394234230e-01,        -1.745445660703e+01,        -9.637836274923e-02,        -3.838324967218e-02,        -5.496797437067e-03,        +4.142348368943e+00,        +3.328820279383e-01,        -2.409821593035e+01,        -4.232378456069e-01,        -2.662837166767e-02,        +5.756862745467e-03,        +4.362061550158e+00,        +2.681068841961e-01,        -3.214218301002e+01,        -6.681568654356e-01,        -1.375064268184e-02,        +6.427973699811e-03,        +4.611576140767e+00,        +2.565506056968e-01,        -4.328595886025e+01,        -9.589591596564e-01,        +1.831341410283e-03,        +9.366510742323e-03,        +4.751216492340e+00,        +2.568097885490e-01,        -5.114559477245e+01,        -1.171109059900e+00,        +1.052977285094e-02,        +1.111862294630e-02,        +4.897472004351e+00,        +2.615685043903e-01,        -5.882480261943e+01,        -1.399655488872e+00,        +1.959224867075e-02,        +1.254506839666e-02,        -1.391935695342e+01,        -1.786229003662e-01,        -1.601660828966e+02,        -3.902280507787e+00,        +4.356414051507e-01,        +1.190610563707e-02
 2.45872500e+00,        +3.593064023783e+00,        -9.571857075475e-02,        -7.885749572632e+00,        +6.699738554543e-02,        -4.584113208108e-02,        +1.721865208738e-03,        +3.956208719525e+00,        -1.107112031489e-01,        -1.743786226559e+01,        -9.559818822182e-02,        -3.838894016331e-02,        -5.495229591446e-03,        +4.142281061471e+00,        +3.327986599501e-01,        -2.407295841082e+01,        -4.220940063908e-01,        -2.663631789955e-02,        +5.757942985117e-03,        +4.361943480424e+00,        +2.680190055084e-01,        -3.210644649437e+01,        -6.665619641934e-01,        -1.375970913616e-02,        +6.428842874789e-03,        +4.611378645540e+00,        +2.564561853095e-01,        -4.323569057206e+01,        -9.567098627341e-01,        +1.824258712331e-03,        +9.366958071266e-03,        +4.750960829173e+00,        +2.567105447856e-01,        -5.108508047778e+01,        -1.168370195446e+00,        +1.052339173567e-02,        +1.111908586478e-02,        +4.897096717921e+00,        +2.614632670546e-01,        -5.875429707841e+01,        -1.396410812695e+00,        +1.959235932765e-02,        +1.254566885887e-02,        -1.392382018083e+01,        -1.784341914268e-01,        -1.599726233691e+02,        -3.892631317412e+00,        +4.353388305787e-01,        +1.188804630992e-02
 2.45875000e+00,        +3.593076680690e+00,        -9.578543742746e-02,        -7.881604556678e+00,        +6.726096257663e-02,        -4.585262666666e-02,        +1.723189794444e-03,        +3.956139674640e+00,        -1.107828643547e-01,        -1.742131265061e+01,        -9.482082655381e-02,        -3.839465115358e-02,        -5.493663599040e-03,        +4.142214362186e+00,        +3.327154794910e-01,        -2.404776853606e+01,        -4.209544128589e-01,        -2.664427583842e-02,        +5.759023875772e-03,        +4.361826060009e+00,        +2.679313140363e-01,        -3.207080533842e+01,        -6.649730484126e-01,        -1.376878127295e-02,        +6.429713251256e-03,        +4.611181851658e+00,        +2.563619609197e-01,        -4.318555607926e+01,        -9.544690306015e-01,        +1.817169694755e-03,        +9.367407724242e-03,        +4.750705891461e+00,        +2.566115044811e-01,        -5.102472708303e+01,        -1.165641616677e+00,        +1.051700489949e-02,        +1.111955107988e-02,        +4.896722328180e+00,        +2.613582473430e-01,        -5.868397886477e+01,        -1.393178272358e+00,        +1.959245057634e-02,        +1.254627087924e-02,        -1.392828794934e+01,        -1.782458788825e-01,        -1.597796786776e+02,        -3.883017411265e+00,        +4.350371217804e-01,        +1.187004913934e-02
 2.45877500e+00,        +3.593089854848e+00,        -9.585220023273e-02,        -7.877471338055e+00,        +6.752372931177e-02,        -4.586412911174e-02,        +1.724514164711e-03,        +3.956071290438e+00,        -1.108544075569e-01,        -1.740480758416e+01,        -9.404626314026e-02,        -3.840038258723e-02,        -5.492099445790e-03,        +4.142148268258e+00,        +3.326324857328e-01,        -2.402264603733e+01,        -4.198190429307e-01,        -2.665224546379e-02,        +5.760105419693e-03,        +4.361709285910e+00,        +2.678438089577e-01,        -3.203525916358e+01,        -6.633900869627e-01,        -1.377785909598e-02,        +6.430584828713e-03,        +4.610985755884e+00,        +2.562679316694e-01,        -4.313555485095e+01,        -9.522366193217e-01,        +1.810074356200e-03,        +9.367859695970e-03,        +4.750451675846e+00,        +2.565126667478e-01,        -5.096453394988e+01,        -1.162923270339e+00,        +1.051061233795e-02,        +1.112001858608e-02,        +4.896348831062e+00,        +2.612534442990e-01,        -5.861384723548e+01,        -1.389957805225e+00,        +1.959252246646e-02,        +1.254687445598e-02,        -1.393276024738e+01,        -1.780579606483e-01,        -1.595872467830e+02,        -3.873438609611e+00,        +4.347362753458e-01,        +1.185211380972e-02
 2.45880000e+00,        +3.593103543815e+00,        -9.591885962971e-02,        -7.873349869459e+00,        +6.778568987462e-02,        -4.587563940481e-02,        +1.725838322667e-03,        +3.956003563911e+00,        -1.109258332804e-01,        -1.738834688929e+01,        -9.327448348103e-02,        -3.840613440347e-02,        -5.490537120279e-03,        +4.142082776880e+00,        +3.325496778355e-01,        -2.399759064728e+01,        -4.186878746897e-01,        -2.666022675046e-02,        +5.761187616427e-03,        +4.361593155146e+00,        +2.677564894402e-01,        -3.199980759321e+01,        -6.618130489516e-01,        -1.378694260425e-02,        +6.431457603932e-03,        +4.610790355010e+00,        +2.561740966921e-01,        -4.308568635896e+01,        -9.500125853021e-01,        +1.802972699935e-03,        +9.368313978478e-03,        +4.750198178999e+00,        +2.564140306895e-01,        -5.090450044332e+01,        -1.160215103599e+00,        +1.050421405124e-02,        +1.112048837518e-02,        +4.895976222530e+00,        +2.611488569592e-01,        -5.854390145134e+01,        -1.386749349159e+00,        +1.959257505179e-02,        +1.254747958459e-02,        -1.393723706343e+01,        -1.778704346545e-01,        -1.593953256570e+02,        -3.863894734172e+00,        +4.344362878813e-01,        +1.183424000844e-02
 2.45882500e+00,        +3.593117745139e+00,        -9.598541607581e-02,        -7.869240103809e+00,        +6.804684836347e-02,        -4.588715753412e-02,        +1.727162275322e-03,        +3.955936492044e+00,        -1.109971420480e-01,        -1.737193038995e+01,        -9.250547316968e-02,        -3.841190654188e-02,        -5.488976607495e-03,        +4.142017885249e+00,        +3.324670549728e-01,        -2.397260210000e+01,        -4.175608863677e-01,        -2.666821967317e-02,        +5.762270469418e-03,        +4.361477664746e+00,        +2.676693546624e-01,        -3.196445025275e+01,        -6.602419036971e-01,        -1.379603179655e-02,        +6.432331577616e-03,        +4.610595645833e+00,        +2.560804551306e-01,        -4.303595007798e+01,        -9.477968852438e-01,        +1.795864729457e-03,        +9.368770567698e-03,        +4.749945397599e+00,        +2.563155954196e-01,        -5.084462593174e+01,        -1.157517063977e+00,        +1.049781003962e-02,        +1.112096044287e-02,        +4.895604498563e+00,        +2.610444843690e-01,        -5.847414077714e+01,        -1.383552842438e+00,        +1.959260838602e-02,        +1.254808626438e-02,        -1.394171838604e+01,        -1.776832988695e-01,        -1.592039132819e+02,        -3.854385607827e+00,        +4.341371560118e-01,        +1.181642742434e-02
 2.45885000e+00,        +3.593132456413e+00,        -9.605187000974e-02,        -7.865141994309e+00,        +6.830720883344e-02,        -4.589868349138e-02,        +1.728486026035e-03,        +3.955870071869e+00,        -1.110683343635e-01,        -1.735555791106e+01,        -9.173921788951e-02,        -3.841769894543e-02,        -5.487417895634e-03,        +4.141953590600e+00,        +3.323846163167e-01,        -2.394768013099e+01,        -4.164380563072e-01,        -2.667622421003e-02,        +5.763353978427e-03,        +4.361362811775e+00,        +2.675824038057e-01,        -3.192918676952e+01,        -6.586766206624e-01,        -1.380512667483e-02,        +6.433206746798e-03,        +4.610401625188e+00,        +2.559870061326e-01,        -4.298634548542e+01,        -9.455894760480e-01,        +1.788750445131e-03,        +9.369229455918e-03,        +4.749693328364e+00,        +2.562173600564e-01,        -5.078490978685e+01,        -1.154829099237e+00,        +1.049140030054e-02,        +1.112143478118e-02,        +4.895233655177e+00,        +2.609403255800e-01,        -5.840456448147e+01,        -1.380368223620e+00,        +1.959262251973e-02,        +1.254869449102e-02,        -1.394620420384e+01,        -1.774965512416e-01,        -1.590130076508e+02,        -3.844911054270e+00,        +4.338388763801e-01,        +1.179867574805e-02
 2.45887500e+00,        +3.593147675203e+00,        -9.611822188713e-02,        -7.861055494363e+00,        +6.856677533549e-02,        -4.591021726731e-02,        +1.729809579817e-03,        +3.955804300397e+00,        -1.111394107472e-01,        -1.733922927840e+01,        -9.097570341573e-02,        -3.842351155654e-02,        -5.485860971762e-03,        +4.141889890147e+00,        +3.323023610463e-01,        -2.392282447709e+01,        -4.153193630167e-01,        -2.668424033848e-02,        +5.764438144953e-03,        +4.361248593277e+00,        +2.674956360548e-01,        -3.189401677284e+01,        -6.571171695572e-01,        -1.381422724035e-02,        +6.434083110256e-03,        +4.610208289895e+00,        +2.558937488479e-01,        -4.293687206143e+01,        -9.433903149710e-01,        +1.781629847924e-03,        +9.369690637236e-03,        +4.749441967994e+00,        +2.561193237206e-01,        -5.072535138359e+01,        -1.152151157571e+00,        +1.048498483181e-02,        +1.112191138398e-02,        +4.894863688379e+00,        +2.608363796462e-01,        -5.833517183677e+01,        -1.377195431774e+00,        +1.959261750355e-02,        +1.254930426200e-02,        -1.395069450551e+01,        -1.773101897655e-01,        -1.588226067671e+02,        -3.835470898647e+00,        +4.335414456466e-01,        +1.178098467270e-02
 2.45890000e+00,        +3.593163399112e+00,        -9.618447215046e-02,        -7.856980557645e+00,        +6.882555188185e-02,        -4.592175885399e-02,        +1.731132940730e-03,        +3.955739174674e+00,        -1.112103717056e-01,        -1.732294431873e+01,        -9.021491562112e-02,        -3.842934431930e-02,        -5.484305823504e-03,        +4.141826781147e+00,        +3.322202883352e-01,        -2.389803487656e+01,        -4.142047851327e-01,        -2.669226803710e-02,        +5.765522969451e-03,        +4.361135006341e+00,        +2.674090505922e-01,        -3.185893989399e+01,        -6.555635202650e-01,        -1.382333349533e-02,        +6.434960665743e-03,        +4.610015636814e+00,        +2.558006824256e-01,        -4.288752928892e+01,        -9.411993595114e-01,        +1.774502937978e-03,        +9.370154104674e-03,        +4.749191313233e+00,        +2.560214855326e-01,        -5.066595010030e+01,        -1.149483187468e+00,        +1.047856363066e-02,        +1.112239024402e-02,        +4.894494594221e+00,        +2.607326456221e-01,        -5.826596211937e+01,        -1.374034406313e+00,        +1.959259338728e-02,        +1.254991557363e-02,        -1.395518927980e+01,        -1.771242124183e-01,        -1.586327086450e+02,        -3.826064967104e+00,        +4.332448604898e-01,        +1.176335389304e-02
 2.45892500e+00,        +3.593179625749e+00,        -9.625062123352e-02,        -7.852917138068e+00,        +6.908354245084e-02,        -4.593330824055e-02,        +1.732456113333e-03,        +3.955674691762e+00,        -1.112812177367e-01,        -1.730670285967e+01,        -8.945684047370e-02,        -3.843519717507e-02,        -5.482752438243e-03,        +4.141764260865e+00,        +3.321383973777e-01,        -2.387331106902e+01,        -4.130943014365e-01,        -2.670030728174e-02,        +5.766608452993e-03,        +4.361022048065e+00,        +2.673226466192e-01,        -3.182395576613e+01,        -6.540156428697e-01,        -1.383244543916e-02,        +6.435839411666e-03,        +4.609823662819e+00,        +2.557078060329e-01,        -4.283831665348e+01,        -9.390165674448e-01,        +1.767369718149e-03,        +9.370619851995e-03,        +4.748941360837e+00,        +2.559238446307e-01,        -5.060670531847e+01,        -1.146825137746e+00,        +1.047213669690e-02,        +1.112287135484e-02,        +4.894126368770e+00,        +2.606291225798e-01,        -5.819693460928e+01,        -1.370885087034e+00,        +1.959255022302e-02,        +1.255052842301e-02,        -1.395968851553e+01,        -1.769386172053e-01,        -1.584433113087e+02,        -3.816693086839e+00,        +4.329491176046e-01,        +1.174578310576e-02
 2.45895000e+00,        +3.593196352747e+00,        -9.631666957947e-02,        -7.848865189800e+00,        +6.934075100871e-02,        -4.594486541625e-02,        +1.733779104207e-03,        +3.955610848742e+00,        -1.113519493464e-01,        -1.729050472977e+01,        -8.870146403366e-02,        -3.844107006526e-02,        -5.481200801854e-03,        +4.141702326572e+00,        +3.320566873859e-01,        -2.384865279547e+01,        -4.119878908720e-01,        -2.670835804856e-02,        +5.767694598844e-03,        +4.360909715555e+00,        +2.672364233512e-01,        -3.178906402440e+01,        -6.524735076918e-01,        -1.384156307137e-02,        +6.436719348647e-03,        +4.609632364792e+00,        +2.556151188506e-01,        -4.278923364341e+01,        -9.368418968825e-01,        +1.760230191033e-03,        +9.371087875291e-03,        +4.748692107573e+00,        +2.558264001671e-01,        -5.054761642289e+01,        -1.144176957631e+00,        +1.046570402997e-02,        +1.112335471236e-02,        +4.893759008110e+00,        +2.605258096064e-01,        -5.812808859037e+01,        -1.367747414215e+00,        +1.959248806225e-02,        +1.255114280963e-02,        -1.396419220155e+01,        -1.767534021188e-01,        -1.582544127931e+02,        -3.807355086384e+00,        +4.326542137034e-01,        +1.172827200959e-02
 2.45897500e+00,        +3.593213577748e+00,        -9.638261762574e-02,        -7.844824667243e+00,        +6.959718149923e-02,        -4.595643037096e-02,        +1.735101917255e-03,        +3.955547642712e+00,        -1.114225670356e-01,        -1.727434975847e+01,        -8.794877242441e-02,        -3.844696293261e-02,        -5.479650902047e-03,        +4.141640975575e+00,        +3.319751575305e-01,        -2.382405979824e+01,        -4.108855324489e-01,        -2.671642031412e-02,        +5.768781407202e-03,        +4.360798005952e+00,        +2.671503799700e-01,        -3.175426430581e+01,        -6.509370851422e-01,        -1.385068639183e-02,        +6.437600474201e-03,        +4.609441739650e+00,        +2.555226200279e-01,        -4.274027974968e+01,        -9.346753060709e-01,        +1.753084359091e-03,        +9.371558167315e-03,        +4.748443550243e+00,        +2.557291512624e-01,        -5.048868280153e+01,        -1.141538596519e+00,        +1.045926562947e-02,        +1.112384030899e-02,        +4.893392508361e+00,        +2.604227057575e-01,        -5.805942335020e+01,        -1.364621328336e+00,        +1.959240695625e-02,        +1.255175872936e-02,        -1.396870032682e+01,        -1.765685652015e-01,        -1.580660111432e+02,        -3.798050794971e+00,        +4.323601455157e-01,        +1.171082030467e-02
 2.45900000e+00,        +3.593231298371e+00,        -9.644846581378e-02,        -7.840795524992e+00,        +6.985283784148e-02,        -4.596800309936e-02,        +1.736424554932e-03,        +3.955485070749e+00,        -1.114930713084e-01,        -1.725823777608e+01,        -8.719875188569e-02,        -3.845287572492e-02,        -5.478102728621e-03,        +4.141580205160e+00,        +3.318938070134e-01,        -2.379953182100e+01,        -4.097872053757e-01,        -2.672449406007e-02,        +5.769868877130e-03,        +4.360686916374e+00,        +2.670645156829e-01,        -3.171955624928e+01,        -6.494063459164e-01,        -1.385981540535e-02,        +6.438482784759e-03,        +4.609251784292e+00,        +2.554303087387e-01,        -4.269145446592e+01,        -9.325167536552e-01,        +1.745932219763e-03,        +9.372030719993e-03,        +4.748195685629e+00,        +2.556320970625e-01,        -5.042990384560e+01,        -1.138910004283e+00,        +1.045282148990e-02,        +1.112432813649e-02,        +4.893026865628e+00,        +2.603198101147e-01,        -5.799093818010e+01,        -1.361506770438e+00,        +1.959230695105e-02,        +1.255237617746e-02,        -1.397321288034e+01,        -1.763841044788e-01,        -1.578781044142e+02,        -3.788780043353e+00,        +4.320669097898e-01,        +1.169342769426e-02
