        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m)
 2.40050000e+00,        +1.905558799285e+00,        -3.746058947319e-02,        -6.787704802872e-01,        +4.387110239923e-02,        -2.866959823189e-02,        +4.865326585923e-04,        +2.279718256176e+00,        -5.287280418017e-02,        +3.579263339958e+00,        +5.513230063793e-02,        -2.043117459665e-02,        -3.518713410295e-03,        +2.531983955739e+00,        +2.132956085613e-01,        +6.584190281430e+00,        -4.490413186670e-02,        -1.690029622702e-02,        +2.889382924449e-03,        +2.818401782698e+00,        +1.820230288072e-01,        +1.020063978747e+01,        -8.224061586642e-02,        -1.105350614034e-02,        +3.404097261165e-03,        +3.182696071460e+00,        +1.845306412731e-01,        +1.523094677489e+01,        -8.840038779366e-02,        -1.129161469269e-03,        +5.134926010115e-03,        +3.422451141555e+00,        +1.910702462111e-01,        +1.877992099304e+01,        -7.592587346077e-02,        +3.272513699868e-03,        +6.402430229002e-03,        +3.617557444433e+00,        +2.002567206733e-01,        +2.222768409761e+01,        -5.513003044248e-02,        +1.333620412398e-02,        +7.548567722201e-03,        -2.152038092033e+00,        -2.235660893551e-02,        +5.907733228656e+01,        +4.231843090995e-01,        +2.771865986651e-02,        +2.661670272634e-03
 2.40052500e+00,        +1.906949556935e+00,        -3.750496427971e-02,        -6.799033275176e-01,        +4.391410555052e-02,        -2.866007616853e-02,        +4.875967411865e-04,        +2.281061114815e+00,        -5.291937733504e-02,        +3.580987435216e+00,        +5.513009502288e-02,        -2.041644921534e-02,        -3.520446757865e-03,        +2.533290455248e+00,        +2.133964855851e-01,        +6.587907365963e+00,        -4.502303289142e-02,        -1.688312661369e-02,        +2.891656946393e-03,        +2.819663208867e+00,        +1.820938392003e-01,        +1.020676486635e+01,        -8.243036857432e-02,        -1.103319409370e-02,        +3.406495800401e-03,        +3.183880305516e+00,        +1.845880206888e-01,        +1.524040745672e+01,        -8.865126884152e-02,        -1.104541977406e-03,        +5.138074151696e-03,        +3.423573366519e+00,        +1.911208586549e-01,        +1.879173432080e+01,        -7.620688157268e-02,        +3.300306243139e-03,        +6.406184780072e-03,        +3.618598815890e+00,        +2.003029500741e-01,        +2.224178800134e+01,        -5.543323711133e-02,        +1.336881124336e-02,        +7.552727540998e-03,        -2.155438344522e+00,        -2.238949617275e-02,        +5.912025500874e+01,        +4.228225365257e-01,        +2.765878856784e-02,        +2.663323200567e-03
 2.40055000e+00,        +1.908338519501e+00,        -3.754936077162e-02,        -6.810322791159e-01,        +4.395711325659e-02,        -2.865059269217e-02,        +4.886593909807e-04,        +2.282402168991e+00,        -5.296597085589e-02,        +3.582719043303e+00,        +5.512780430671e-02,        -2.040176581186e-02,        -3.522178017565e-03,        +2.534595209174e+00,        +2.134971433464e-01,        +6.591634465335e+00,        -4.514197053661e-02,        -1.686600254590e-02,        +2.893927649794e-03,        +2.820922893892e+00,        +1.821644652836e-01,        +1.021290300065e+01,        -8.262018213081e-02,        -1.101293203992e-02,        +3.408890751635e-03,        +3.185062820955e+00,        +1.846452278257e-01,        +1.524988542035e+01,        -8.890227490353e-02,        -1.079976044072e-03,        +5.141217397708e-03,        +3.424693896462e+00,        +1.911713036405e-01,        +1.880356791083e+01,        -7.648806024689e-02,        +3.328042052479e-03,        +6.409933614496e-03,        +3.619638503637e+00,        +2.003490152192e-01,        +2.225591508066e+01,        -5.573665109003e-02,        +1.340135979504e-02,        +7.556880934322e-03,        -2.158838802409e+00,        -2.242234066960e-02,        +5.916323593495e+01,        +4.224598988763e-01,        +2.759883039172e-02,        +2.664975309691e-03
 2.40057500e+00,        +1.909725689910e+00,        -3.759377886326e-02,        -6.821573371159e-01,        +4.400012529954e-02,        -2.864114771906e-02,        +4.897206124679e-04,        +2.283741421597e+00,        -5.301258465943e-02,        +3.584458169079e+00,        +5.512542803117e-02,        -2.038712429097e-02,        -3.523907190502e-03,        +2.535898220306e+00,        +2.135975822364e-01,        +6.595371589261e+00,        -4.526094560017e-02,        -1.684892392634e-02,        +2.896195042175e-03,        +2.822180840542e+00,        +1.822349073907e-01,        +1.021905420593e+01,        -8.281005760151e-02,        -1.099271987619e-02,        +3.411282122977e-03,        +3.186243620481e+00,        +1.847022629956e-01,        +1.525938068940e+01,        -8.915340733874e-02,        -1.055463560119e-03,        +5.144355758151e-03,        +3.425812734035e+00,        +1.912215814691e-01,        +1.881542179242e+01,        -7.676941102026e-02,        +3.355721242147e-03,        +6.413676743810e-03,        +3.620676510232e+00,        +2.003949164047e-01,        +2.227006537041e+01,        -5.604027407264e-02,        +1.343384990187e-02,        +7.561027914829e-03,        -2.162239464969e+00,        -2.245514236536e-02,        +5.920627517005e+01,        +4.220963929971e-01,        +2.753878514210e-02,        +2.666626607014e-03
 2.40060000e+00,        +1.911111071082e+00,        -3.763821846952e-02,        -6.832785035343e-01,        +4.404314146201e-02,        -2.863174116565e-02,        +4.907804101184e-04,        +2.285078875516e+00,        -5.305921866287e-02,        +3.586204817441e+00,        +5.512296573788e-02,        -2.037252455765e-02,        -3.525634277797e-03,        +2.537199491422e+00,        +2.136978026451e-01,        +6.599118747501e+00,        -4.537995888034e-02,        -1.683189065793e-02,        +2.898459131031e-03,        +2.823437051576e+00,        +1.823051658544e-01,        +1.022521849779e+01,        -8.299999605285e-02,        -1.097255749997e-02,        +3.413669922504e-03,        +3.187422706792e+00,        +1.847591265091e-01,        +1.526889328757e+01,        -8.940466750774e-02,        -1.031004416693e-03,        +5.147489242987e-03,        +3.426929881881e+00,        +1.912716924409e-01,        +1.882729599499e+01,        -7.705093543163e-02,        +3.383343926098e-03,        +6.417414179507e-03,        +3.621712838223e+00,        +2.004406539257e-01,        +2.228423890556e+01,        -5.634410775565e-02,        +1.346628168642e-02,        +7.565168495130e-03,        -2.165640331476e+00,        -2.248790119941e-02,        +5.924937281923e+01,        +4.217320157255e-01,        +2.747865262253e-02,        +2.668277099558e-03
 2.40062500e+00,        +1.912494665928e+00,        -3.768267950543e-02,        -6.843957803706e-01,        +4.408616152661e-02,        -2.862237294855e-02,        +4.918387884066e-04,        +2.286414533626e+00,        -5.310587278358e-02,        +3.587958993321e+00,        +5.512041696762e-02,        -2.035796651706e-02,        -3.527359280548e-03,        +2.538499025295e+00,        +2.137978049614e-01,        +6.602875949863e+00,        -4.549901117616e-02,        -1.681490264380e-02,        +2.900719923848e-03,        +2.824691529748e+00,        +1.823752410063e-01,        +1.023139589191e+01,        -8.318999855248e-02,        -1.095244480891e-02,        +3.416054158286e-03,        +3.188600082581e+00,        +1.848158186760e-01,        +1.527842323864e+01,        -8.965605677303e-02,        -1.006598505158e-03,        +5.150617862166e-03,        +3.428045342637e+00,        +1.913216368553e-01,        +1.883919054803e+01,        -7.733263502231e-02,        +3.410910218039e-03,        +6.421145933062e-03,        +3.622747490150e+00,        +2.004862280765e-01,        +2.229843572117e+01,        -5.664815383846e-02,        +1.349865527101e-02,        +7.569302687813e-03,        -2.169041401205e+00,        -2.252061711097e-02,        +5.929252898792e+01,        +4.213667638891e-01,        +2.741843263612e-02,        +2.669926794347e-03
 2.40065000e+00,        +1.913876477354e+00,        -3.772716188673e-02,        -6.855091696074e-01,        +4.412918527673e-02,        -2.861304298462e-02,        +4.928957517737e-04,        +2.287748398796e+00,        -5.315254693963e-02,        +3.589720701684e+00,        +5.511778126115e-02,        -2.034345007459e-02,        -3.529082199878e-03,        +2.539796824692e+00,        +2.138975895727e-01,        +6.606643206201e+00,        -4.561810328687e-02,        -1.679795978734e-02,        +2.902977428073e-03,        +2.825944277804e+00,        +1.824451331768e-01,        +1.023758640402e+01,        -8.338006616870e-02,        -1.093238170097e-02,        +3.418434838348e-03,        +3.189775750531e+00,        +1.848723398048e-01,        +1.528797056648e+01,        -8.990757649854e-02,        -9.822457171689e-04,        +5.153741625584e-03,        +3.429159118932e+00,        +1.913714150106e-01,        +1.885110548114e+01,        -7.761451133555e-02,        +3.438420231387e-03,        +6.424872015895e-03,        +3.623780468551e+00,        +2.005316391500e-01,        +2.231265585242e+01,        -5.695241402289e-02,        +1.353097077763e-02,        +7.573430505409e-03,        -2.172442673427e+00,        -2.255329003955e-02,        +5.933574378185e+01,        +4.210006343063e-01,        +2.735812498557e-02,        +2.671575698421e-03
 2.40067500e+00,        +1.915256508255e+00,        -3.777166552942e-02,        -6.866186732096e-01,        +4.417221249596e-02,        -2.860375119091e-02,        +4.939513046386e-04,        +2.289080473887e+00,        -5.319924104936e-02,        +3.591489947532e+00,        +5.511505815872e-02,        -2.032897513589e-02,        -3.530803036917e-03,        +2.541092892369e+00,        +2.139971568655e-01,        +6.610420526417e+00,        -4.573723601227e-02,        -1.678106199216e-02,        +2.905231651119e-03,        +2.827195298481e+00,        +1.825148426955e-01,        +1.024379004991e+01,        -8.357019997080e-02,        -1.091236807434e-02,        +3.420811970683e-03,        +3.190949713318e+00,        +1.849286902034e-01,        +1.529753529502e+01,        -9.015922804983e-02,        -9.579459446569e-04,        +5.156860543102e-03,        +3.430271213389e+00,        +1.914210272041e-01,        +1.886304082403e+01,        -7.789656591666e-02,        +3.465874079265e-03,        +6.428592439386e-03,        +3.624811775950e+00,        +2.005768874387e-01,        +2.232689933461e+01,        -5.725689001324e-02,        +1.356322832802e-02,        +7.577551960406e-03,        -2.175844147414e+00,        -2.258591992439e-02,        +5.937901730704e+01,        +4.206336237871e-01,        +2.729772947317e-02,        +2.673223818826e-03
 2.40070000e+00,        +1.916634761521e+00,        -3.781619034972e-02,        -6.877242931258e-01,        +4.421524296787e-02,        -2.859449748463e-02,        +4.950054514505e-04,        +2.290410761755e+00,        -5.324595503129e-02,        +3.593266735899e+00,        +5.511224719971e-02,        -2.031454160675e-02,        -3.532521792751e-03,        +2.542387231077e+00,        +2.140965072252e-01,        +6.614207920460e+00,        -4.585641015320e-02,        -1.676420916207e-02,        +2.907482600424e-03,        +2.828444594512e+00,        +1.825843698911e-01,        +1.025000684544e+01,        -8.376040102958e-02,        -1.089240382745e-02,        +3.423185563305e-03,        +3.192121973611e+00,        +1.849848701786e-01,        +1.530711744831e+01,        -9.041101279483e-02,        -9.336990797712e-04,        +5.159974624594e-03,        +3.431381628622e+00,        +1.914704737324e-01,        +1.887499660647e+01,        -7.817880031391e-02,        +3.493271874572e-03,        +6.432307214926e-03,        +3.625841414870e+00,        +2.006219732339e-01,        +2.234116620314e+01,        -5.756158351726e-02,        +1.359542804364e-02,        +7.581667065295e-03,        -2.179245822437e+00,        -2.261850670487e-02,        +5.942234966979e+01,        +4.202657291309e-01,        +2.723724590074e-02,        +2.674871162612e-03
 2.40072500e+00,        +1.918011240034e+00,        -3.786073626442e-02,        -6.888260312867e-01,        +4.425827647672e-02,        -2.858528178326e-02,        +4.960581965951e-04,        +2.291739265246e+00,        -5.329268880453e-02,        +3.595051071858e+00,        +5.510934792353e-02,        -2.030014939324e-02,        -3.534238468513e-03,        +2.543679843561e+00,        +2.141956410357e-01,        +6.618005398327e+00,        -4.597562651031e-02,        -1.674740120115e-02,        +2.909730283347e-03,        +2.829692168621e+00,        +1.826537150906e-01,        +1.025623680652e+01,        -8.395067041598e-02,        -1.087248885897e-02,        +3.425555624150e-03,        +3.193292534075e+00,        +1.850408800358e-01,        +1.531671705045e+01,        -9.066293210213e-02,        -9.095050149728e-04,        +5.163083879850e-03,        +3.432490367240e+00,        +1.915197548906e-01,        +1.888697285837e+01,        -7.846121607667e-02,        +3.520613729880e-03,        +6.436016353815e-03,        +3.626869387824e+00,        +2.006668968258e-01,        +2.235545649352e+01,        -5.786649624421e-02,        +1.362757004564e-02,        +7.585775832477e-03,        -2.182647697766e+00,        -2.265105032030e-02,        +5.946574097668e+01,        +4.198969471293e-01,        +2.717667406971e-02,        +2.676517736843e-03
 2.40075000e+00,        +1.919385946668e+00,        -3.790530319063e-02,        -6.899238896068e-01,        +4.430131280690e-02,        -2.857610400440e-02,        +4.971095444823e-04,        +2.293065987199e+00,        -5.333944228849e-02,        +3.596842960512e+00,        +5.510635986880e-02,        -2.028579840157e-02,        -3.535953065312e-03,        +2.544970732557e+00,        +2.142945586802e-01,        +6.621812970059e+00,        -4.609488588564e-02,        -1.673063801366e-02,        +2.911974707272e-03,        +2.830938023523e+00,        +1.827228786210e-01,        +1.026247994913e+01,        -8.414100920301e-02,        -1.085262306783e-02,        +3.427922161175e-03,        +3.194461397363e+00,        +1.850967200803e-01,        +1.532633412563e+01,        -9.091498734341e-02,        -8.853636429238e-04,        +5.166188318677e-03,        +3.433597431843e+00,        +1.915688709736e-01,        +1.889896960971e+01,        -7.874381475799e-02,        +3.547899757528e-03,        +6.439719867370e-03,        +3.627895697318e+00,        +2.007116585042e-01,        +2.236977024139e+01,        -5.817162990756e-02,        +1.365965445495e-02,        +7.589878274366e-03,        -2.186049772670e+00,        -2.268355071009e-02,        +5.950919133459e+01,        +4.195272745631e-01,        +2.711601378105e-02,        +2.678163548594e-03
 2.40077500e+00,        +1.920758884291e+00,        -3.794989104563e-02,        -6.910178699824e-01,        +4.434435174288e-02,        -2.856696406593e-02,        +4.981594994891e-04,        +2.294390930446e+00,        -5.338621540276e-02,        +3.598642407003e+00,        +5.510328257351e-02,        -2.027148853826e-02,        -3.537665584256e-03,        +2.546259900793e+00,        +2.143932605404e-01,        +6.625630645750e+00,        -4.621418908142e-02,        -1.671391950415e-02,        +2.914215879532e-03,        +2.832182161929e+00,        +1.827918608075e-01,        +1.026873628933e+01,        -8.433141846409e-02,        -1.083280635321e-02,        +3.430285182285e-03,        +3.195628566123e+00,        +1.851523906157e-01,        +1.533596869814e+01,        -9.116717989127e-02,        -8.612748566154e-04,        +5.169287950823e-03,        +3.434702825025e+00,        +1.916178222749e-01,        +1.891098689059e+01,        -7.902659791231e-02,        +3.575130069550e-03,        +6.443417766842e-03,        +3.628920345852e+00,        +2.007562585575e-01,        +2.238410748248e+01,        -5.847698622257e-02,        +1.369168139216e-02,        +7.593974403304e-03,        -2.189452046416e+00,        -2.271600781343e-02,        +5.955270085069e+01,        +4.191567082042e-01,        +2.705526483533e-02,        +2.679808604940e-03
 2.40080000e+00,        +1.922130055762e+00,        -3.799449974766e-02,        -6.921079742936e-01,        +4.438739307024e-02,        -2.855786188587e-02,        +4.992080659842e-04,        +2.295714097811e+00,        -5.343300806786e-02,        +3.600449416507e+00,        +5.510011557601e-02,        -2.025721970995e-02,        -3.539376026467e-03,        +2.547547350992e+00,        +2.144917469967e-01,        +6.629458435537e+00,        -4.633353689996e-02,        -1.669724557733e-02,        +2.916453807447e-03,        +2.833424586541e+00,        +1.828606619742e-01,        +1.027500584321e+01,        -8.452189927328e-02,        -1.081303861452e-02,        +3.432644695370e-03,        +3.196794042997e+00,        +1.852078919446e-01,        +1.534562079234e+01,        -9.141951111975e-02,        -8.372385492323e-04,        +5.172382786014e-03,        +3.435806549375e+00,        +1.916666090868e-01,        +1.892302473118e+01,        -7.930956709599e-02,        +3.602304777743e-03,        +6.447110063457e-03,        +3.629943335919e+00,        +2.008006972731e-01,        +2.239846825265e+01,        -5.878256690689e-02,        +1.372365097762e-02,        +7.598064231606e-03,        -2.192854518274e+00,        -2.274842156989e-02,        +5.959626963241e+01,        +4.187852448162e-01,        +2.699442703266e-02,        +2.681452912973e-03
