        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²),         Re{B_x[8]} (Wb/m²),         Im{B_x[8]} (Wb/m²),         Re{B_y[8]} (Wb/m²),         Im{B_y[8]} (Wb/m²),         Re{B_z[8]} (Wb/m²),         Im{B_z[8]} (Wb/m²)
 2.49722500e+00,        +1.323891943423e-10,        -1.043525773336e-09,        +9.781731334229e-11,        -7.119962019417e-10,        -1.176241121142e-09,        -2.705819605664e-07,        +1.359749941596e-10,        -1.093427549722e-09,        +9.748809791106e-11,        -7.182894431116e-10,        -1.124512267493e-09,        -2.688885710430e-07,        +1.366429735137e-10,        -1.145746192930e-09,        +9.564915063733e-11,        -7.121727870126e-10,        -8.450744019908e-10,        -2.674207384529e-07,        +1.391844590743e-10,        -1.189224821564e-09,        +9.312481380081e-11,        -7.204515485370e-10,        -4.498522515827e-10,        -2.652563839610e-07,        +1.399383755686e-10,        -1.241504439681e-09,        +9.180101155292e-11,        -7.137223437202e-10,        +2.356278662400e-10,        -2.614725393530e-07,        +1.410207579763e-10,        -1.279881754309e-09,        +8.887160439723e-11,        -7.200832391846e-10,        +8.273071481390e-10,        -2.582227922216e-07,        +1.404928609003e-10,        -1.292521509915e-09,        +8.766264393121e-11,        -7.221690983953e-10,        +1.479516723816e-09,        -2.546802578758e-07,        +5.489350161907e-11,        +3.396968428104e-09,        +2.758545222823e-11,        +6.733555358077e-11,        +4.118745572083e-10,        +1.566549592192e-08
 2.49725000e+00,        +1.323925025738e-10,        -1.043653245174e-09,        +9.782034441719e-11,        -7.120872295711e-10,        -1.178168372673e-09,        -2.704617194218e-07,        +1.359762151761e-10,        -1.093532920672e-09,        +9.749063578075e-11,        -7.183870928076e-10,        -1.126425753601e-09,        -2.687685403277e-07,        +1.366432096337e-10,        -1.145831097205e-09,        +9.565076896646e-11,        -7.122764395358e-10,        -8.470323859913e-10,        -2.673010097934e-07,        +1.391829471827e-10,        -1.189290397134e-09,        +9.312556799892e-11,        -7.205560488051e-10,        -4.518942647338e-10,        -2.651371538817e-07,        +1.399356736946e-10,        -1.241544427639e-09,        +9.180015389114e-11,        -7.138336481905e-10,        +2.334101264282e-10,        -2.613543142553e-07,        +1.410169672728e-10,        -1.279902057592e-09,        +8.887048653174e-11,        -7.201935786733e-10,        +8.249224722484e-10,        -2.581055092254e-07,        +1.404886504143e-10,        -1.292530190770e-09,        +8.766065602559e-11,        -7.222772666571e-10,        +1.476941527226e-09,        -2.545640308831e-07,        +5.492340556408e-11,        +3.396898295125e-09,        +2.758806055778e-11,        +6.699504779718e-11,        +4.117697033909e-10,        +1.570209210483e-08
 2.49727500e+00,        +1.323958101284e-10,        -1.043780742207e-09,        +9.782337483860e-11,        -7.121782685630e-10,        -1.180093448340e-09,        -2.703415812425e-07,        +1.359774373957e-10,        -1.093638336545e-09,        +9.749317255269e-11,        -7.184847539736e-10,        -1.128337068505e-09,        -2.686486123944e-07,        +1.366434478592e-10,        -1.145916064587e-09,        +9.565238553904e-11,        -7.123801021491e-10,        -8.489881552131e-10,        -2.671813836559e-07,        +1.391814390417e-10,        -1.189356052760e-09,        +9.312631966582e-11,        -7.206605624177e-10,        -4.539339847928e-10,        -2.650180258952e-07,        +1.399329769063e-10,        -1.241584518205e-09,        +9.179929324667e-11,        -7.139449663490e-10,        +2.311948379967e-10,        -2.612361903854e-07,        +1.410131828949e-10,        -1.279922481079e-09,        +8.886936466151e-11,        -7.203039368418e-10,        +8.225403959665e-10,        -2.579883266456e-07,        +1.404844469884e-10,        -1.292539004778e-09,        +8.765866380911e-11,        -7.223854580680e-10,        +1.474369098257e-09,        -2.544479033969e-07,        +5.495330968747e-11,        +3.396828525702e-09,        +2.759066015268e-11,        +6.665452608218e-11,        +4.116656971072e-10,        +1.573866313940e-08
 2.49730000e+00,        +1.323991170018e-10,        -1.043908264435e-09,        +9.782640460417e-11,        -7.122693189234e-10,        -1.182016351699e-09,        -2.702215458928e-07,        +1.359786608113e-10,        -1.093743797313e-09,        +9.749570822423e-11,        -7.185824266218e-10,        -1.130246215754e-09,        -2.685287871075e-07,        +1.366436881821e-10,        -1.146001095014e-09,        +9.565400035190e-11,        -7.124837748634e-10,        -8.509417132624e-10,        -2.670618599053e-07,        +1.391799346408e-10,        -1.189421788369e-09,        +9.312706879789e-11,        -7.207650893939e-10,        -4.559714154685e-10,        -2.648989998669e-07,        +1.399302851915e-10,        -1.241624711267e-09,        +9.179842961475e-11,        -7.140562982248e-10,        +2.289819970314e-10,        -2.611181676101e-07,        +1.410094048288e-10,        -1.279943024669e-09,        +8.886823878170e-11,        -7.204143137137e-10,        +8.201609151887e-10,        -2.578712443500e-07,        +1.404802506078e-10,        -1.292547951795e-09,        +8.765666727622e-11,        -7.224936726546e-10,        +1.471799432587e-09,        -2.543318752865e-07,        +5.498321400348e-11,        +3.396759119572e-09,        +2.759325101188e-11,        +6.631398824299e-11,        +4.115625373427e-10,        +1.577520906256e-08
 2.49732500e+00,        +1.324024231879e-10,        -1.044035811843e-09,        +9.782943371045e-11,        -7.123603806508e-10,        -1.183937086814e-09,        -2.701016132373e-07,        +1.359798854144e-10,        -1.093849302943e-09,        +9.749824279168e-11,        -7.186801107577e-10,        -1.132153199400e-09,        -2.684090643320e-07,        +1.366439305922e-10,        -1.146086188444e-09,        +9.565561340092e-11,        -7.125874576952e-10,        -8.528930642543e-10,        -2.669424384067e-07,        +1.391784339676e-10,        -1.189487603883e-09,        +9.312781539048e-11,        -7.208696297461e-10,        -4.580065609798e-10,        -2.647800756625e-07,        +1.399275985361e-10,        -1.241665006731e-09,        +9.179756298944e-11,        -7.141676438339e-10,        +2.267715991088e-10,        -2.610002457960e-07,        +1.410056330587e-10,        -1.279963688221e-09,        +8.886710888649e-11,        -7.205247093043e-10,        +8.177840253022e-10,        -2.577542622063e-07,        +1.404760612556e-10,        -1.292557031686e-09,        +8.765466642023e-11,        -7.226019104308e-10,        +1.469232525390e-09,        -2.542159464208e-07,        +5.501311852703e-11,        +3.396690076479e-09,        +2.759583313397e-11,        +6.597343408966e-11,        +4.114602229412e-10,        +1.581172991124e-08
 2.49735000e+00,        +1.324057286859e-10,        -1.044163384433e-09,        +9.783246215723e-11,        -7.124514537472e-10,        -1.185855657344e-09,        -2.699817831405e-07,        +1.359811112014e-10,        -1.093954853406e-09,        +9.750077625443e-11,        -7.187778063852e-10,        -1.134058023096e-09,        -2.682894439327e-07,        +1.366441750847e-10,        -1.146171344812e-09,        +9.565722468485e-11,        -7.126911506527e-10,        -8.548422118921e-10,        -2.668231190253e-07,        +1.391769370150e-10,        -1.189553499225e-09,        +9.312855944178e-11,        -7.209741834834e-10,        -4.600394251268e-10,        -2.646612531479e-07,        +1.399249169310e-10,        -1.241705404472e-09,        +9.179669336749e-11,        -7.142790031922e-10,        +2.245636402317e-10,        -2.608824248102e-07,        +1.410018675736e-10,        -1.279984471616e-09,        +8.886597497246e-11,        -7.206351236296e-10,        +8.154097221248e-10,        -2.576373800827e-07,        +1.404718789200e-10,        -1.292566244293e-09,        +8.765266123683e-11,        -7.227101714159e-10,        +1.466668372273e-09,        -2.541001166691e-07,        +5.504302327283e-11,        +3.396621396162e-09,        +2.759840651714e-11,        +6.563286343276e-11,        +4.113587528606e-10,        +1.584822572232e-08
 2.49737500e+00,        +1.324090334945e-10,        -1.044290982200e-09,        +9.783548994408e-11,        -7.125425382108e-10,        -1.187772067002e-09,        -2.698620554676e-07,        +1.359823381683e-10,        -1.094060448672e-09,        +9.750330861182e-11,        -7.188755135119e-10,        -1.135960690544e-09,        -2.681699257748e-07,        +1.366444216542e-10,        -1.146256564075e-09,        +9.565883420270e-11,        -7.127948537490e-10,        -8.567891599344e-10,        -2.667039016268e-07,        +1.391754437753e-10,        -1.189619474323e-09,        +9.312930095038e-11,        -7.210787506210e-10,        -4.620700117662e-10,        -2.645425321893e-07,        +1.399222403668e-10,        -1.241745904404e-09,        +9.179582074640e-11,        -7.143903763263e-10,        +2.223581163448e-10,        -2.607647045201e-07,        +1.409981083625e-10,        -1.280005374723e-09,        +8.886483703725e-11,        -7.207455567112e-10,        +8.130380014150e-10,        -2.575205978476e-07,        +1.404677035888e-10,        -1.292575589498e-09,        +8.765065172300e-11,        -7.228184556177e-10,        +1.464106968785e-09,        -2.539843859010e-07,        +5.507292825668e-11,        +3.396553078365e-09,        +2.760097116237e-11,        +6.529227608342e-11,        +4.112581260356e-10,        +1.588469653259e-08
 2.49740000e+00,        +1.324123376050e-10,        -1.044418605140e-09,        +9.783851706583e-11,        -7.126336340486e-10,        -1.189686319689e-09,        -2.697424300837e-07,        +1.359835663038e-10,        -1.094166088715e-09,        +9.750583985838e-11,        -7.189732321484e-10,        -1.137861205638e-09,        -2.680505097239e-07,        +1.366446702881e-10,        -1.146341846174e-09,        +9.566044194844e-11,        -7.128985670001e-10,        -8.587339123355e-10,        -2.665847860769e-07,        +1.391739542337e-10,        -1.189685529102e-09,        +9.313003990980e-11,        -7.211833311750e-10,        -4.640983249581e-10,        -2.644239126530e-07,        +1.399195688267e-10,        -1.241786506422e-09,        +9.179494511841e-11,        -7.145017632538e-10,        +2.201550231806e-10,        -2.606470847930e-07,        +1.409943554071e-10,        -1.280026397423e-09,        +8.886369507310e-11,        -7.208560085664e-10,        +8.106688587143e-10,        -2.574039153694e-07,        +1.404635352429e-10,        -1.292585067151e-09,        +8.764863787021e-11,        -7.229267630611e-10,        +1.461548310250e-09,        -2.538687539863e-07,        +5.510283349252e-11,        +3.396485122828e-09,        +2.760352706718e-11,        +6.495167185129e-11,        +4.111583413747e-10,        +1.592114237881e-08
 2.49742500e+00,        +1.324156410187e-10,        -1.044546253244e-09,        +9.784154352382e-11,        -7.127247412558e-10,        -1.191598419054e-09,        -2.696229068542e-07,        +1.359847956065e-10,        -1.094271773502e-09,        +9.750836999515e-11,        -7.190709622982e-10,        -1.139759572018e-09,        -2.679311956455e-07,        +1.366449209836e-10,        -1.146427191060e-09,        +9.566204792271e-11,        -7.130022904151e-10,        -8.606764727897e-10,        -2.664657722418e-07,        +1.391724683852e-10,        -1.189751663488e-09,        +9.313077632020e-11,        -7.212879251551e-10,        -4.661243684932e-10,        -2.643053944056e-07,        +1.399169023040e-10,        -1.241827210416e-09,        +9.179406648248e-11,        -7.146131639926e-10,        +2.179543567523e-10,        -2.605295654968e-07,        +1.409906086987e-10,        -1.280047539584e-09,        +8.886254907903e-11,        -7.209664792123e-10,        +8.083022898521e-10,        -2.572873325171e-07,        +1.404593738726e-10,        -1.292594677117e-09,        +8.764661967663e-11,        -7.230350937597e-10,        +1.458992392290e-09,        -2.537532207949e-07,        +5.513273899591e-11,        +3.396417529297e-09,        +2.760607423218e-11,        +6.461105054664e-11,        +4.110593978116e-10,        +1.595756329763e-08
 2.49745000e+00,        +1.324189437273e-10,        -1.044673926513e-09,        +9.784456931284e-11,        -7.128158598367e-10,        -1.193508368860e-09,        -2.695034856449e-07,        +1.359860260656e-10,        -1.094377503006e-09,        +9.751089901649e-11,        -7.191687039726e-10,        -1.141655793438e-09,        -2.678119834057e-07,        +1.366451737286e-10,        -1.146512598680e-09,        +9.566365211907e-11,        -7.131060240092e-10,        -8.626168451107e-10,        -2.663468599876e-07,        +1.391709862153e-10,        -1.189817877408e-09,        +9.313151017435e-11,        -7.213925325776e-10,        -4.681481462896e-10,        -2.641869773139e-07,        +1.399142407822e-10,        -1.241868016289e-09,        +9.179318482974e-11,        -7.147245785625e-10,        +2.157561129362e-10,        -2.604121464994e-07,        +1.409868682195e-10,        -1.280068801088e-09,        +8.886139904587e-11,        -7.210769686697e-10,        +8.059382905143e-10,        -2.571708491597e-07,        +1.404552194592e-10,        -1.292604419252e-09,        +8.764459713210e-11,        -7.231434477268e-10,        +1.456439210374e-09,        -2.536377861971e-07,        +5.516264478023e-11,        +3.396350297515e-09,        +2.760861265244e-11,        +6.427041198142e-11,        +4.109612942873e-10,        +1.599395932571e-08
 2.49747500e+00,        +1.324222457321e-10,        -1.044801624939e-09,        +9.784759443442e-11,        -7.129069897912e-10,        -1.195416172864e-09,        -2.693841663215e-07,        +1.359872576796e-10,        -1.094483277196e-09,        +9.751342692366e-11,        -7.192664571710e-10,        -1.143549873646e-09,        -2.676928728705e-07,        +1.366454285204e-10,        -1.146598068977e-09,        +9.566525453863e-11,        -7.132097677932e-10,        -8.645550330988e-10,        -2.662280491808e-07,        +1.391695077191e-10,        -1.189884170782e-09,        +9.313224147319e-11,        -7.214971534506e-10,        -4.701696622422e-10,        -2.640686612449e-07,        +1.399115842548e-10,        -1.241908923941e-09,        +9.179230016016e-11,        -7.148360069878e-10,        +2.135602876438e-10,        -2.602948276689e-07,        +1.409831339609e-10,        -1.280090181801e-09,        +8.886024497385e-11,        -7.211874769543e-10,        +8.035768564305e-10,        -2.570544651663e-07,        +1.404510719931e-10,        -1.292614293415e-09,        +8.764257023630e-11,        -7.232518249858e-10,        +1.453888760027e-09,        -2.535224500633e-07,        +5.519255086177e-11,        +3.396283427225e-09,        +2.761114233036e-11,        +6.392975596549e-11,        +4.108640297281e-10,        +1.603033049957e-08
 2.49750000e+00,        +1.324255470267e-10,        -1.044929348518e-09,        +9.785061888467e-11,        -7.129981311228e-10,        -1.197321834820e-09,        -2.692649487503e-07,        +1.359884904397e-10,        -1.094589096044e-09,        +9.751595371241e-11,        -7.193642219080e-10,        -1.145441816389e-09,        -2.675738639063e-07,        +1.366456853486e-10,        -1.146683601903e-09,        +9.566685517628e-11,        -7.133135217850e-10,        -8.664910405584e-10,        -2.661093396881e-07,        +1.391680328840e-10,        -1.189950543542e-09,        +9.313297021079e-11,        -7.216017877946e-10,        -4.721889202567e-10,        -2.639504460661e-07,        +1.399089327072e-10,        -1.241949933263e-09,        +9.179141246624e-11,        -7.149474492840e-10,        +2.113668767675e-10,        -2.601776088739e-07,        +1.409794059070e-10,        -1.280111681605e-09,        +8.885908685526e-11,        -7.212980040862e-10,        +8.012179833054e-10,        -2.569381804065e-07,        +1.404469314572e-10,        -1.292624299475e-09,        +8.764053898044e-11,        -7.233602255540e-10,        +1.451341036740e-09,        -2.534072122642e-07,        +5.522245725480e-11,        +3.396216918173e-09,        +2.761366326232e-11,        +6.358908230990e-11,        +4.107676030665e-10,        +1.606667685575e-08
