        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.47266500e+00,        +2.741755474982e-10,        +2.774828323469e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.506052045157e-12,        +5.493021018463e-03,        +4.749366678334e-12,        +1.711589375878e-02,        +1.506052045157e-12,        +5.493021018463e-03,        +4.749366678334e-12,        +1.711589375878e-02,        +7.581538052039e-13,        +2.765213061930e-03,        +2.772816769016e-12,        +9.992750706643e-03,        +6.367290662644e-11,        +2.322340821690e-01,        +7.825771260432e-11,        +2.820272228824e-01,        +7.120327190389e-11,        +2.596995704161e-01,        +5.914504810529e-11,        +2.131484950080e-01,        +3.288871611867e-11,        +1.199549573941e-01,        +3.540112213173e-11,        +1.275795040447e-01,        +3.259356930065e-11,        +1.188784689155e-01,        +3.525860962359e-11,        +1.270659136833e-01,        +7.125733218111e-11,        +2.598967443717e-01,        +5.909339404376e-11,        +2.129623427293e-01,        +2.955455171245e-13,        +1.077942653243e-03,        +2.804762390835e-12,        +1.010787718690e-02
 2.47267000e+00,        +2.740466098451e-10,        +2.773527809430e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.505313184819e-12,        +5.492909347318e-03,        +4.746867193417e-12,        +1.711490750977e-02,        +1.505313184819e-12,        +5.492909347318e-03,        +4.746867193417e-12,        +1.711490750977e-02,        +7.577709636857e-13,        +2.765117087615e-03,        +2.771354035213e-12,        +9.992162421414e-03,        +6.365245532311e-11,        +2.322687201242e-01,        +7.822989233454e-11,        +2.820591597047e-01,        +7.116585356459e-11,        +2.596852177986e-01,        +5.911422528510e-11,        +2.131373086800e-01,        +3.287249033385e-11,        +1.199521875218e-01,        +3.538351918740e-11,        +1.275758586847e-01,        +3.257744244365e-11,        +1.188755535493e-01,        +3.524105441613e-11,        +1.270621996156e-01,        +7.121990322538e-11,        +2.598824457840e-01,        +5.906259236562e-11,        +2.129511453421e-01,        +2.953808060578e-13,        +1.077848787200e-03,        +2.803276125596e-12,        +1.010725804178e-02
 2.47267500e+00,        +2.739177739161e-10,        +2.772228317843e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.504574890986e-12,        +5.492797599353e-03,        +4.744369692503e-12,        +1.711392118018e-02,        +1.504574890986e-12,        +5.492797599353e-03,        +4.744369692503e-12,        +1.711392118018e-02,        +7.573884188324e-13,        +2.765021079152e-03,        +2.769892459334e-12,        +9.991574076010e-03,        +6.363202066605e-11,        +2.323033651900e-01,        +7.820209414962e-11,        +2.820911021155e-01,        +7.112846472493e-11,        +2.596708629310e-01,        +5.908342676381e-11,        +2.131261209026e-01,        +3.285627711817e-11,        +1.199494163830e-01,        +3.536592988924e-11,        +1.275722120780e-01,        +3.256132809921e-11,        +1.188726369731e-01,        +3.522351282751e-11,        +1.270584843276e-01,        +7.118250377161e-11,        +2.598681449325e-01,        +5.903181497159e-11,        +2.129399465103e-01,        +2.952162262708e-13,        +1.077754911812e-03,        +2.801791030684e-12,        +1.010663880984e-02
 2.47268000e+00,        +2.737890396091e-10,        +2.770929847684e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.503837163114e-12,        +5.492685774645e-03,        +4.741874173557e-12,        +1.711293476997e-02,        +1.503837163114e-12,        +5.492685774645e-03,        +4.741874173557e-12,        +1.711293476997e-02,        +7.570061703560e-13,        +2.764925036579e-03,        +2.768432040203e-12,        +9.990985670448e-03,        +6.361160263779e-11,        +2.323380173605e-01,        +7.817431802699e-11,        +2.821230501102e-01,        +7.109110535555e-11,        +2.596565058158e-01,        +5.905265251692e-11,        +2.131149316764e-01,        +3.284007645843e-11,        +1.199466439757e-01,        +3.534835422347e-11,        +1.275685642241e-01,        +3.254522625581e-11,        +1.188697191907e-01,        +3.520598484476e-11,        +1.270547678217e-01,        +7.114513379037e-11,        +2.598538418191e-01,        +5.900106183757e-11,        +2.129287462362e-01,        +2.950517776342e-13,        +1.077661027101e-03,        +2.800307104935e-12,        +1.010601949117e-02
 2.47268500e+00,        +2.736604068176e-10,        +2.769632397884e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.503100000603e-12,        +5.492573873153e-03,        +4.739380634536e-12,        +1.711194827933e-02,        +1.503100000603e-12,        +5.492573873153e-03,        +4.739380634536e-12,        +1.711194827933e-02,        +7.566242179417e-13,        +2.764828959879e-03,        +2.766972776616e-12,        +9.990397204806e-03,        +6.359120122118e-11,        +2.323726766348e-01,        +7.814656394373e-11,        +2.821550036872e-01,        +7.105377542539e-11,        +2.596421464532e-01,        +5.902190251915e-11,        +2.131037410027e-01,        +3.282388834224e-11,        +1.199438703024e-01,        +3.533079217611e-11,        +1.275649151241e-01,        +3.252913689963e-11,        +1.188668001992e-01,        +3.518847045322e-11,        +1.270510500964e-01,        +7.110779325066e-11,        +2.598395364443e-01,        +5.897033293795e-11,        +2.129175445196e-01,        +2.948874600063e-13,        +1.077567133059e-03,        +2.798824347113e-12,        +1.010540008577e-02
 2.47269000e+00,        +2.735318754304e-10,        +2.768335967325e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.502363402844e-12,        +5.492461894910e-03,        +4.736889073248e-12,        +1.711096170825e-02,        +1.502363402844e-12,        +5.492461894910e-03,        +4.736889073248e-12,        +1.711096170825e-02,        +7.562425612695e-13,        +2.764732849068e-03,        +2.765514667300e-12,        +9.989808679083e-03,        +6.357081639759e-11,        +2.324073430110e-01,        +7.811883187546e-11,        +2.821869628452e-01,        +7.101647490216e-11,        +2.596277848438e-01,        +5.899117674390e-11,        +2.130925488820e-01,        +3.280771275593e-11,        +1.199410953634e-01,        +3.531324373239e-11,        +1.275612647785e-01,        +3.251306001711e-11,        +1.188638799992e-01,        +3.517096963814e-11,        +1.270473311522e-01,        +7.107048212022e-11,        +2.598252288089e-01,        +5.893962824615e-11,        +2.129063413611e-01,        +2.947232732438e-13,        +1.077473229692e-03,        +2.797342755941e-12,        +1.010478059368e-02
 2.47269500e+00,        +2.734034453461e-10,        +2.767040554992e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.501627369297e-12,        +5.492349839980e-03,        +4.734399487680e-12,        +1.710997505670e-02,        +1.501627369297e-12,        +5.492349839980e-03,        +4.734399487680e-12,        +1.710997505670e-02,        +7.558612000526e-13,        +2.764636704178e-03,        +2.764057711093e-12,        +9.989220093310e-03,        +6.355044814973e-11,        +2.324420164833e-01,        +7.809112179982e-11,        +2.822189275793e-01,        +7.097920375677e-11,        +2.596134209900e-01,        +5.896047516690e-11,        +2.130813553149e-01,        +3.279154968659e-11,        +1.199383191571e-01,        +3.529570887867e-11,        +1.275576131871e-01,        +3.249699559664e-11,        +1.188609585936e-01,        +3.515348238655e-11,        +1.270436109913e-01,        +7.103320036985e-11,        +2.598109189148e-01,        +5.890894773822e-11,        +2.128951367624e-01,        +2.945592172187e-13,        +1.077379317023e-03,        +2.795862330266e-12,        +1.010416101500e-02
 2.47270000e+00,        +2.732751164593e-10,        +2.765746159824e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.500891899369e-12,        +5.492237708339e-03,        +4.731911875795e-12,        +1.710898832486e-02,        +1.500891899369e-12,        +5.492237708339e-03,        +4.731911875795e-12,        +1.710898832486e-02,        +7.554801339808e-13,        +2.764540525201e-03,        +2.762601906797e-12,        +9.988631447556e-03,        +6.353009646052e-11,        +2.324766970504e-01,        +7.806343369405e-11,        +2.822508978879e-01,        +7.094196195838e-11,        +2.595990548921e-01,        +5.892979776306e-11,        +2.130701603028e-01,        +3.277539912191e-11,        +1.199355416862e-01,        +3.527818760114e-11,        +1.275539603511e-01,        +3.248094362456e-11,        +1.188580359800e-01,        +3.513600868395e-11,        +1.270398896122e-01,        +7.099594796882e-11,        +2.597966067627e-01,        +5.887829138874e-11,        +2.128839307237e-01,        +2.943952917910e-13,        +1.077285395045e-03,        +2.794383068867e-12,        +1.010354134974e-02
 2.47270500e+00,        +2.731468886597e-10,        +2.764452780714e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.500156992461e-12,        +5.492125500030e-03,        +4.729426235415e-12,        +1.710800151267e-02,        +1.500156992461e-12,        +5.492125500030e-03,        +4.729426235415e-12,        +1.710800151267e-02,        +7.550993627382e-13,        +2.764444312156e-03,        +2.761147253150e-12,        +9.988042741814e-03,        +6.350976131137e-11,        +2.325113847096e-01,        +7.803576753390e-11,        +2.822828737691e-01,        +7.090474947516e-11,        +2.595846865512e-01,        +5.889914450598e-11,        +2.130589638458e-01,        +3.275926104795e-11,        +1.199327629493e-01,        +3.526067988496e-11,        +1.275503062702e-01,        +3.246490408791e-11,        +1.188551121604e-01,        +3.511854851600e-11,        +1.270361670165e-01,        +7.095872488525e-11,        +2.597822923536e-01,        +5.884765917155e-11,        +2.128727232459e-01,        +2.942314968196e-13,        +1.077191463770e-03,        +2.792904970477e-12,        +1.010292159794e-02
 2.47271000e+00,        +2.730187618394e-10,        +2.763160416582e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.499422647994e-12,        +5.492013215106e-03,        +4.726942564403e-12,        +1.710701462006e-02,        +1.499422647994e-12,        +5.492013215106e-03,        +4.726942564403e-12,        +1.710701462006e-02,        +7.547188860177e-13,        +2.764348065067e-03,        +2.759693748916e-12,        +9.987453976089e-03,        +6.348944268407e-11,        +2.325460794574e-01,        +7.800812329570e-11,        +2.823148552201e-01,        +7.086756627590e-11,        +2.595703159683e-01,        +5.886851537001e-11,        +2.130477659449e-01,        +3.274313545210e-11,        +1.199299829488e-01,        +3.524318571617e-11,        +1.275466509461e-01,        +3.244887697314e-11,        +1.188521871337e-01,        +3.510110186829e-11,        +1.270324432040e-01,        +7.092153108797e-11,        +2.597679756884e-01,        +5.881705106079e-11,        +2.128615143292e-01,        +2.940678321671e-13,        +1.077097523210e-03,        +2.791428033872e-12,        +1.010230175969e-02
 2.47271500e+00,        +2.728907359004e-10,        +2.761869066441e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.498688865415e-12,        +5.491900853541e-03,        +4.724460860877e-12,        +1.710602764730e-02,        +1.498688865415e-12,        +5.491900853541e-03,        +4.724460860877e-12,        +1.710602764730e-02,        +7.543387035309e-13,        +2.764251783931e-03,        +2.758241392984e-12,        +9.986865150484e-03,        +6.346914056269e-11,        +2.325807812906e-01,        +7.798050095826e-11,        +2.823468422373e-01,        +7.083041233217e-11,        +2.595559431450e-01,        +5.883791033162e-11,        +2.130365666010e-01,        +3.272702232157e-11,        +1.199272016824e-01,        +3.522570508126e-11,        +1.275429943775e-01,        +3.243286226883e-11,        +1.188492609023e-01,        +3.508366872794e-11,        +1.270287181758e-01,        +7.088436654848e-11,        +2.597536567689e-01,        +5.878646703326e-11,        +2.128503039755e-01,        +2.939042977037e-13,        +1.077003573368e-03,        +2.789952257909e-12,        +1.010168183499e-02
 2.47272000e+00,        +2.727628107300e-10,        +2.760578729161e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.497955644126e-12,        +5.491788415427e-03,        +4.721981122568e-12,        +1.710504059416e-02,        +1.497955644126e-12,        +5.491788415427e-03,        +4.721981122568e-12,        +1.710504059416e-02,        +7.539588149602e-13,        +2.764155468784e-03,        +2.756790184055e-12,        +9.986276264951e-03,        +6.344885492792e-11,        +2.326154902060e-01,        +7.795290049664e-11,        +2.823788348189e-01,        +7.079328761133e-11,        +2.595415680820e-01,        +5.880732936397e-11,        +2.130253658146e-01,        +3.271092164330e-11,        +1.199244191529e-01,        +3.520823796574e-11,        +1.275393365667e-01,        +3.241685996086e-11,        +1.188463334650e-01,        +3.506624907998e-11,        +1.270249919322e-01,        +7.084723123420e-11,        +2.597393355956e-01,        +5.875590706185e-11,        +2.128390921845e-01,        +2.937408932875e-13,        +1.076909614259e-03,        +2.788477641316e-12,        +1.010106182396e-02
 2.47272500e+00,        +2.726349862249e-10,        +2.759289403705e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.497222983549e-12,        +5.491675900739e-03,        +4.719503347492e-12,        +1.710405346085e-02,        +1.497222983549e-12,        +5.491675900739e-03,        +4.719503347492e-12,        +1.710405346085e-02,        +7.535792200023e-13,        +2.764059119620e-03,        +2.755340120958e-12,        +9.985687319561e-03,        +6.342858576288e-11,        +2.326502062012e-01,        +7.792532188844e-11,        +2.824108329623e-01,        +7.075619208346e-11,        +2.595271907807e-01,        +5.877677244237e-11,        +2.130141635866e-01,        +3.269483340412e-11,        +1.199216353588e-01,        +3.519078435554e-11,        +1.275356775128e-01,        +3.240087003687e-11,        +1.188434048232e-01,        +3.504884291072e-11,        +1.270212644736e-01,        +7.081012511518e-11,        +2.597250121699e-01,        +5.872537112209e-11,        +2.128278789577e-01,        +2.935776187822e-13,        +1.076815645884e-03,        +2.787004182886e-12,        +1.010044172657e-02
 2.47273000e+00,        +2.725072622801e-10,        +2.758001089020e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.496490883108e-12,        +5.491563309492e-03,        +4.717027533593e-12,        +1.710306624741e-02,        +1.496490883108e-12,        +5.491563309492e-03,        +4.717027533593e-12,        +1.710306624741e-02,        +7.531999183539e-13,        +2.763962736448e-03,        +2.753891202497e-12,        +9.985098314358e-03,        +6.340833305029e-11,        +2.326849292740e-01,        +7.789776511089e-11,        +2.824428366654e-01,        +7.071912571802e-11,        +2.595128112414e-01,        +5.874623954189e-11,        +2.130029599182e-01,        +3.267875759199e-11,        +1.199188503035e-01,        +3.517334423710e-11,        +1.275320172176e-01,        +3.238489248334e-11,        +1.188404749744e-01,        +3.503145020587e-11,        +1.270175357992e-01,        +7.077304816097e-11,        +2.597106864925e-01,        +5.869485918870e-11,        +2.128166642950e-01,        +2.934144740518e-13,        +1.076721668247e-03,        +2.785531881423e-12,        +1.009982154290e-02
 2.47273500e+00,        +2.723796387891e-10,        +2.756713784034e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.495759342247e-12,        +5.491450641820e-03,        +4.714553678701e-12,        +1.710207895359e-02,        +1.495759342247e-12,        +5.491450641820e-03,        +4.714553678701e-12,        +1.710207895359e-02,        +7.528209097198e-13,        +2.763866319328e-03,        +2.752443427433e-12,        +9.984509249289e-03,        +6.338809677124e-11,        +2.327196594174e-01,        +7.787023013997e-11,        +2.824748459233e-01,        +7.068208848454e-11,        +2.594984294669e-01,        +5.871573063676e-11,        +2.129917548090e-01,        +3.266269419248e-11,        +1.199160639822e-01,        +3.515591759580e-11,        +1.275283556799e-01,        +3.236892728901e-11,        +1.188375439255e-01,        +3.501407095237e-11,        +1.270138059133e-01,        +7.073600034090e-11,        +2.596963585654e-01,        +5.866437123665e-11,        +2.128054481986e-01,        +2.932514589649e-13,        +1.076627681381e-03,        +2.784060735718e-12,        +1.009920127306e-02
 2.47274000e+00,        +2.722521156515e-10,        +2.755427487742e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.495028360373e-12,        +5.491337897580e-03,        +4.712081780972e-12,        +1.710109157992e-02,        +1.495028360373e-12,        +5.491337897580e-03,        +4.712081780972e-12,        +1.710109157992e-02,        +7.524421937917e-13,        +2.763769868201e-03,        +2.750996794653e-12,        +9.983920124524e-03,        +6.336787691066e-11,        +2.327543966335e-01,        +7.784271695478e-11,        +2.825068607361e-01,        +7.064508035340e-11,        +2.594840454567e-01,        +5.868524570335e-11,        +2.129805482613e-01,        +3.264664319454e-11,        +1.199132763998e-01,        +3.513850441857e-11,        +1.275246929012e-01,        +3.235297443982e-11,        +1.188346116701e-01,        +3.499670513567e-11,        +1.270100748118e-01,        +7.069898162554e-11,        +2.596820283889e-01,        +5.863390724160e-11,        +2.127942306682e-01,        +2.930885733814e-13,        +1.076533685257e-03,        +2.782590744586e-12,        +1.009858091699e-02
 2.47274500e+00,        +2.721246927507e-10,        +2.754142198972e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.494297936887e-12,        +5.491225076941e-03,        +4.709611838002e-12,        +1.710010412593e-02,        +1.494297936887e-12,        +5.491225076941e-03,        +4.709611838002e-12,        +1.710010412593e-02,        +7.520637702502e-13,        +2.763673383140e-03,        +2.749551302798e-12,        +9.983330939937e-03,        +6.334767344776e-11,        +2.327891409171e-01,        +7.781522552901e-11,        +2.825388811008e-01,        +7.060810129118e-11,        +2.594696592120e-01,        +5.865478471376e-11,        +2.129693402747e-01,        +3.263060458397e-11,        +1.199104875568e-01,        +3.512110469026e-11,        +1.275210288829e-01,        +3.233703392202e-11,        +1.188316782103e-01,        +3.497935274084e-11,        +1.270063424971e-01,        +7.066199198146e-11,        +2.596676959639e-01,        +5.860346717578e-11,        +2.127830117038e-01,        +2.929258171606e-13,        +1.076439679912e-03,        +2.781121906726e-12,        +1.009796047482e-02
 2.47275000e+00,        +2.719973699966e-10,        +2.752857916821e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.493568071272e-12,        +5.491112179837e-03,        +4.707143848104e-12,        +1.709911659204e-02,        +1.493568071272e-12,        +5.491112179837e-03,        +4.707143848104e-12,        +1.709911659204e-02,        +7.516856388251e-13,        +2.763576864123e-03,        +2.748106950857e-12,        +9.982741695696e-03,        +6.332748636834e-11,        +2.328238922645e-01,        +7.778775584347e-11,        +2.825709070133e-01,        +7.057115127165e-11,        +2.594552707348e-01,        +5.862434764638e-11,        +2.129581308507e-01,        +3.261457834896e-11,        +1.199076974508e-01,        +3.510371839833e-11,        +1.275173636236e-01,        +3.232110572509e-11,        +1.188287435481e-01,        +3.496201375599e-11,        +1.270026089700e-01,        +7.062503138233e-11,        +2.596533612924e-01,        +5.857305101787e-11,        +2.127717913081e-01,        +2.927631901791e-13,        +1.076345665338e-03,        +2.779654221075e-12,        +1.009733994657e-02
 2.47275500e+00,        +2.718701472749e-10,        +2.751574640139e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.492838762914e-12,        +5.490999206342e-03,        +4.704677808989e-12,        +1.709812897807e-02,        +1.492838762914e-12,        +5.490999206342e-03,        +4.704677808989e-12,        +1.709812897807e-02,        +7.513077991921e-13,        +2.763480311181e-03,        +2.746663737513e-12,        +9.982152391746e-03,        +6.330731565286e-11,        +2.328586506736e-01,        +7.776030787285e-11,        +2.826029384721e-01,        +7.053423026174e-11,        +2.594408800258e-01,        +5.859393447389e-11,        +2.129469199895e-01,        +3.259856447569e-11,        +1.199049060827e-01,        +3.508634552777e-11,        +1.275136971243e-01,        +3.230518983509e-11,        +1.188258076839e-01,        +3.494468816602e-11,        +1.269988742310e-01,        +7.058809979512e-11,        +2.596390243749e-01,        +5.854265874053e-11,        +2.127605694809e-01,        +2.926006922927e-13,        +1.076251641549e-03,        +2.778187686332e-12,        +1.009671933229e-02
 2.47276000e+00,        +2.717430244798e-10,        +2.750292367867e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.492110011224e-12,        +5.490886156437e-03,        +4.702213718615e-12,        +1.709714128415e-02,        +1.492110011224e-12,        +5.490886156437e-03,        +4.702213718615e-12,        +1.709714128415e-02,        +7.509302510417e-13,        +2.763383724308e-03,        +2.745221661568e-12,        +9.981563028143e-03,        +6.328716128415e-11,        +2.328934161431e-01,        +7.773288159435e-11,        +2.826349754759e-01,        +7.049733823073e-11,        +2.594264870853e-01,        +5.856354517114e-11,        +2.129357076919e-01,        +3.258256295142e-11,        +1.199021134537e-01,        +3.506898606456e-11,        +1.275100293856e-01,        +3.228928623874e-11,        +1.188228706167e-01,        +3.492737595667e-11,        +1.269951382797e-01,        +7.055119718912e-11,        +2.596246852120e-01,        +5.851229031848e-11,        +2.127493462227e-01,        +2.924383233626e-13,        +1.076157608544e-03,        +2.776722301277e-12,        +1.009609863198e-02
 2.47276500e+00,        +2.716160015124e-10,        +2.749011099010e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.491381815681e-12,        +5.490773030222e-03,        +4.699751574987e-12,        +1.709615351018e-02,        +1.491381815681e-12,        +5.490773030222e-03,        +4.699751574987e-12,        +1.709615351018e-02,        +7.505529940974e-13,        +2.763287103552e-03,        +2.743780721878e-12,        +9.980973604896e-03,        +6.326702324500e-11,        +2.329281886661e-01,        +7.770547698592e-11,        +2.826670180193e-01,        +7.046047515010e-11,        +2.594120919157e-01,        +5.853317971447e-11,        +2.129244939591e-01,        +3.256657376422e-11,        +1.198993195647e-01,        +3.505163999579e-11,        +1.275063604087e-01,        +3.227339492416e-11,        +1.188199323474e-01,        +3.491007711505e-11,        +1.269914011174e-01,        +7.051432353584e-11,        +2.596103438060e-01,        +5.848194572810e-11,        +2.127381215346e-01,        +2.922760832650e-13,        +1.076063566350e-03,        +2.775258064792e-12,        +1.009547784580e-02
 2.47277000e+00,        +2.714890782705e-10,        +2.747730832543e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.490654175704e-12,        +5.490659827647e-03,        +4.697291376156e-12,        +1.709516565641e-02,        +1.490654175704e-12,        +5.490659827647e-03,        +4.697291376156e-12,        +1.709516565641e-02,        +7.501760280557e-13,        +2.763190448893e-03,        +2.742340917291e-12,        +9.980384122097e-03,        +6.324690151908e-11,        +2.329629682417e-01,        +7.767809402561e-11,        +2.826990661007e-01,        +7.042364099009e-11,        +2.593976945177e-01,        +5.850283807950e-11,        +2.129132787921e-01,        +3.255059690139e-11,        +1.198965244155e-01,        +3.503430730764e-11,        +1.275026901933e-01,        +3.225751587881e-11,        +1.188169928761e-01,        +3.489279162741e-11,        +1.269876627439e-01,        +7.047747880548e-11,        +2.595960001576e-01,        +5.845162494501e-11,        +2.127268954176e-01,        +2.921139718628e-13,        +1.075969514957e-03,        +2.773794975682e-12,        +1.009485697373e-02
 2.47277500e+00,        +2.713622546391e-10,        +2.746451567312e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.489927090690e-12,        +5.490546548827e-03,        +4.694833119795e-12,        +1.709417772253e-02,        +1.489927090690e-12,        +5.490546548827e-03,        +4.694833119795e-12,        +1.709417772253e-02,        +7.497993525959e-13,        +2.763093760380e-03,        +2.740902246475e-12,        +9.979794579657e-03,        +6.322679608639e-11,        +2.329977548664e-01,        +7.765073268783e-11,        +2.827311197184e-01,        +7.038683571760e-11,        +2.593832948920e-01,        +5.847252023872e-11,        +2.129020621906e-01,        +3.253463234884e-11,        +1.198937280062e-01,        +3.501698798503e-11,        +1.274990187404e-01,        +3.224164908897e-11,        +1.188140522043e-01,        +3.487551947884e-11,        +1.269839231608e-01,        +7.044066296495e-11,        +2.595816542674e-01,        +5.842132794183e-11,        +2.127156678718e-01,        +2.919519890142e-13,        +1.075875454390e-03,        +2.772333032653e-12,        +1.009423601584e-02
 2.47278000e+00,        +2.712355305208e-10,        +2.745173302339e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.489200560070e-12,        +5.490433193656e-03,        +4.692376804091e-12,        +1.709318970898e-02,        +1.489200560070e-12,        +5.490433193656e-03,        +4.692376804091e-12,        +1.709318970898e-02,        +7.494229674221e-13,        +2.762997037973e-03,        +2.739464708344e-12,        +9.979204977733e-03,        +6.320670693190e-11,        +2.330325485402e-01,        +7.762339295200e-11,        +2.827631788706e-01,        +7.035005930411e-11,        +2.593688930393e-01,        +5.844222616895e-11,        +2.128908441561e-01,        +3.251868009468e-11,        +1.198909303374e-01,        +3.499968201474e-11,        +1.274953460495e-01,        +3.222579454227e-11,        +1.188111103305e-01,        +3.485826065592e-11,        +1.269801823667e-01,        +7.040387598574e-11,        +2.595673061363e-01,        +5.839105469525e-11,        +2.127044388983e-01,        +2.917901345847e-13,        +1.075781384631e-03,        +2.770872234555e-12,        +1.009361497212e-02
 2.47278500e+00,        +2.711089058147e-10,        +2.743896036610e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.488474583327e-12,        +5.490319762289e-03,        +4.689922426971e-12,        +1.709220161550e-02,        +1.488474583327e-12,        +5.490319762289e-03,        +4.689922426971e-12,        +1.709220161550e-02,        +7.490468722580e-13,        +2.762900281741e-03,        +2.738028301720e-12,        +9.978615316281e-03,        +6.318663403761e-11,        +2.330673492548e-01,        +7.759607479537e-11,        +2.827952435517e-01,        +7.031331172067e-11,        +2.593544889622e-01,        +5.841195584606e-11,        +2.128796246895e-01,        +3.250274012671e-11,        +1.198881314099e-01,        +3.498238938374e-11,        +1.274916721224e-01,        +3.220995222680e-11,        +1.188081672566e-01,        +3.484101514572e-11,        +1.269764403638e-01,        +7.036711783889e-11,        +2.595529557667e-01,        +5.836080518121e-11,        +2.126932084982e-01,        +2.916284084515e-13,        +1.075687305716e-03,        +2.769412580257e-12,        +1.009299384272e-02
 2.47279000e+00,        +2.709823804138e-10,        +2.742619769052e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.487749159856e-12,        +5.490206254681e-03,        +4.687469986384e-12,        +1.709121344226e-02,        +1.487749159856e-12,        +5.490206254681e-03,        +4.687469986384e-12,        +1.709121344226e-02,        +7.486710667872e-13,        +2.762803491666e-03,        +2.736593025395e-12,        +9.978025595361e-03,        +6.316657738626e-11,        +2.331021570104e-01,        +7.756877819486e-11,        +2.828273137609e-01,        +7.027659293614e-11,        +2.593400826608e-01,        +5.838170924444e-11,        +2.128684037912e-01,        +3.248681243144e-11,        +1.198853312228e-01,        +3.496511007744e-11,        +1.274879969582e-01,        +3.219412212958e-11,        +1.188052229832e-01,        +3.482378293394e-11,        +1.269726971522e-01,        +7.033038849325e-11,        +2.595386031588e-01,        +5.833057937424e-11,        +2.126819766722e-01,        +2.914668104723e-13,        +1.075593217637e-03,        +2.767954068514e-12,        +1.009237262762e-02
 2.47279500e+00,        +2.708559542093e-10,        +2.741344498574e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.487024289071e-12,        +5.490092670890e-03,        +4.685019480169e-12,        +1.709022518916e-02,        +1.487024289071e-12,        +5.490092670890e-03,        +4.685019480169e-12,        +1.709022518916e-02,        +7.482955507004e-13,        +2.762706667774e-03,        +2.735158878120e-12,        +9.977435814957e-03,        +6.314653695950e-11,        +2.331369718042e-01,        +7.754150312664e-11,        +2.828593894966e-01,        +7.023990291904e-11,        +2.593256741359e-01,        +5.835148633826e-11,        +2.128571814619e-01,        +3.247089699618e-11,        +1.198825297785e-01,        +3.494784408180e-11,        +1.274843205587e-01,        +3.217830423691e-11,        +1.188022775089e-01,        +3.480656400602e-11,        +1.269689527315e-01,        +7.029368791740e-11,        +2.595242483135e-01,        +5.830037724825e-11,        +2.126707434202e-01,        +2.913053405092e-13,        +1.075499120407e-03,        +2.766496698092e-12,        +1.009175132688e-02
