        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.47672500e+00,        +1.921525102491e-10,        +1.950495097041e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.034677223366e-12,        +5.384666700554e-03,        +3.180111857516e-12,        +1.630412638484e-02,        +1.034677223366e-12,        +5.384666700554e-03,        +3.180111857516e-12,        +1.630412638484e-02,        +5.146391325938e-13,        +2.678284722519e-03,        +1.850582216184e-12,        +9.487756308597e-03,        +5.043467242004e-11,        +2.624720975784e-01,        +6.063237628117e-11,        +3.108563378250e-01,        +4.750674936745e-11,        +2.472346018580e-01,        +3.964721240071e-11,        +2.032674291818e-01,        +2.260195371528e-11,        +1.176250764873e-01,        +2.421128415129e-11,        +1.241289157200e-01,        +2.226498354975e-11,        +1.158714165164e-01,        +2.405209744105e-11,        +1.233127808295e-01,        +4.760333566304e-11,        +2.477372562104e-01,        +3.961500912287e-11,        +2.031023260862e-01,        +1.914991775681e-13,        +9.965999263804e-04,        +1.860836233284e-12,        +9.540327664025e-03
 2.47673000e+00,        +1.920820323615e-10,        +1.949782489581e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.034265875169e-12,        +5.384500895026e-03,        +3.178750322208e-12,        +1.630310221367e-02,        +1.034265875169e-12,        +5.384500895026e-03,        +3.178750322208e-12,        +1.630310221367e-02,        +5.144274560339e-13,        +2.678165415627e-03,        +1.849784551242e-12,        +9.487132852643e-03,        +5.042371417749e-11,        +2.625113528714e-01,        +6.061721080264e-11,        +3.108921693909e-01,        +4.748630032935e-11,        +2.472188561603e-01,        +3.963036116757e-11,        +2.032552932408e-01,        +2.259296249420e-11,        +1.176214256817e-01,        +2.420154551711e-11,        +1.241243351319e-01,        +2.225609163315e-11,        +1.158676392557e-01,        +2.404240588358e-11,        +1.233081434060e-01,        +4.758286057648e-11,        +2.477215593333e-01,        +3.959816686380e-11,        +2.030901758293e-01,        +1.914098195835e-13,        +9.965003869977e-04,        +1.860023849987e-12,        +9.539647934712e-03
 2.47673500e+00,        +1.920116000564e-10,        +1.949070340810e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.033854785270e-12,        +5.384335034790e-03,        +3.177389669577e-12,        +1.630207798584e-02,        +1.033854785270e-12,        +5.384335034790e-03,        +3.177389669577e-12,        +1.630207798584e-02,        +5.142159139772e-13,        +2.678046085893e-03,        +1.848987403090e-12,        +9.486509359747e-03,        +5.041276325719e-11,        +2.625506127879e-01,        +6.060205515550e-11,        +3.109280044265e-01,        +4.746586451910e-11,        +2.472031091098e-01,        +3.961352082464e-11,        +2.032431564690e-01,        +2.258397696823e-11,        +1.176177739345e-01,        +2.419181306307e-11,        +1.241197536925e-01,        +2.224720536228e-11,        +1.158638611196e-01,        +2.403272048285e-11,        +1.233035051617e-01,        +4.756239872991e-11,        +2.477058610830e-01,        +3.958133549023e-11,        +2.030780247458e-01,        +1.913205204654e-13,        +9.964008445802e-04,        +1.859211992037e-12,        +9.538968158865e-03
 2.47674000e+00,        +1.919412132908e-10,        +1.948358650292e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.033443953443e-12,        +5.384169119937e-03,        +3.176029898745e-12,        +1.630105370112e-02,        +1.033443953443e-12,        +5.384169119937e-03,        +3.176029898745e-12,        +1.630105370112e-02,        +5.140045063038e-13,        +2.677926733354e-03,        +1.848190771228e-12,        +9.485885829855e-03,        +5.040181965159e-11,        +2.625898773247e-01,        +6.058690933009e-11,        +3.109638429301e-01,        +4.744544192436e-11,        +2.471873607076e-01,        +3.959669136153e-11,        +2.032310188661e-01,        +2.257499713179e-11,        +1.176141212445e-01,        +2.418208678336e-11,        +1.241151714020e-01,        +2.223832473222e-11,        +1.158600821103e-01,        +2.402304123335e-11,        +1.232988660982e-01,        +4.754195011093e-11,        +2.476901614605e-01,        +3.956451499192e-11,        +2.030658728361e-01,        +1.912312801618e-13,        +9.963012991489e-04,        +1.858400658951e-12,        +9.538288336558e-03
 2.47674500e+00,        +1.918708720298e-10,        +1.947647417678e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.033033379481e-12,        +5.384003150413e-03,        +3.174671009075e-12,        +1.630002935983e-02,        +1.033033379481e-12,        +5.384003150413e-03,        +3.174671009075e-12,        +1.630002935983e-02,        +5.137932329059e-13,        +2.677807357993e-03,        +1.847394655270e-12,        +9.485262263087e-03,        +5.039088335549e-11,        +2.626291464796e-01,        +6.057177331917e-11,        +3.109996848987e-01,        +4.742503253486e-11,        +2.471716109545e-01,        +3.957987276998e-11,        +2.032188804335e-01,        +2.256602298066e-11,        +1.176104676126e-01,        +2.417236667325e-11,        +1.241105882607e-01,        +2.222944973849e-11,        +1.158563022272e-01,        +2.401336813025e-11,        +1.232942262151e-01,        +4.752151470930e-11,        +2.476744604669e-01,        +3.954770536054e-11,        +2.030537201013e-01,        +1.911420986235e-13,        +9.962017506951e-04,        +1.857589850314e-12,        +9.537608467801e-03
 2.47675000e+00,        +1.918005762321e-10,        +1.946936642554e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.032623063166e-12,        +5.383837126312e-03,        +3.173312999726e-12,        +1.629900496178e-02,        +1.032623063166e-12,        +5.383837126312e-03,        +3.173312999726e-12,        +1.629900496178e-02,        +5.135820936690e-13,        +2.677687959850e-03,        +1.846599054738e-12,        +9.484638659406e-03,        +5.037995436164e-11,        +2.626684202485e-01,        +6.055664711347e-11,        +3.110355303296e-01,        +4.740463633879e-11,        +2.471558598522e-01,        +3.956306504000e-11,        +2.032067411711e-01,        +2.255705450935e-11,        +1.176068130372e-01,        +2.416265272711e-11,        +1.241060042684e-01,        +2.222058037653e-11,        +1.158525214734e-01,        +2.400370116834e-11,        +1.232895855145e-01,        +4.750109251314e-11,        +2.476587581033e-01,        +3.953090658631e-11,        +2.030415665425e-01,        +1.910529758005e-13,        +9.961021992410e-04,        +1.856779565663e-12,        +9.536928552682e-03
 2.47675500e+00,        +1.917303258572e-10,        +1.946226324512e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.032213004274e-12,        +5.383671047650e-03,        +3.171955869914e-12,        +1.629798050702e-02,        +1.032213004274e-12,        +5.383671047650e-03,        +3.171955869914e-12,        +1.629798050702e-02,        +5.133710884746e-13,        +2.677568538932e-03,        +1.845803969171e-12,        +9.484015018830e-03,        +5.036903266345e-11,        +2.627076986296e-01,        +6.054153070423e-11,        +3.110713792211e-01,        +4.738425332437e-11,        +2.471401074009e-01,        +3.954626816203e-11,        +2.031946010799e-01,        +2.254809171332e-11,        +1.176031575209e-01,        +2.415294493973e-11,        +1.241014194266e-01,        +2.221171664101e-11,        +1.158487398470e-01,        +2.399404034207e-11,        +1.232849439959e-01,        +4.748068351070e-11,        +2.476430543703e-01,        +3.951411865949e-11,        +2.030294121595e-01,        +1.909639116394e-13,        +9.960026447857e-04,        +1.855969804531e-12,        +9.536248591216e-03
 2.47676000e+00,        +1.916601208695e-10,        +1.945516463194e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.031803202592e-12,        +5.383504914382e-03,        +3.170599618980e-12,        +1.629695599581e-02,        +1.031803202592e-12,        +5.383504914382e-03,        +3.170599618980e-12,        +1.629695599581e-02,        +5.131602172132e-13,        +2.677449095227e-03,        +1.845009398174e-12,        +9.483391341470e-03,        +5.035811825553e-11,        +2.627469816207e-01,        +6.052642408398e-11,        +3.111072315709e-01,        +4.736388348115e-11,        +2.471243536019e-01,        +3.952948212753e-11,        +2.031824601609e-01,        +2.253913458790e-11,        +1.175995010628e-01,        +2.414324330611e-11,        +1.240968337347e-01,        +2.220285852753e-11,        +1.158449573484e-01,        +2.398438564652e-11,        +1.232803016591e-01,        +4.746028769152e-11,        +2.476273492691e-01,        +3.949734157160e-11,        +2.030172569537e-01,        +1.908749060916e-13,        +9.959030873281e-04,        +1.855160566497e-12,        +9.535568583424e-03
 2.47676500e+00,        +1.915899612274e-10,        +1.944807058183e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.031393657907e-12,        +5.383338726618e-03,        +3.169244246066e-12,        +1.629593142791e-02,        +1.031393657907e-12,        +5.383338726618e-03,        +3.169244246066e-12,        +1.629593142791e-02,        +5.129494797707e-13,        +2.677329628779e-03,        +1.844215341261e-12,        +9.482767627266e-03,        +5.034721113049e-11,        +2.627862692175e-01,        +6.051132724333e-11,        +3.111430873759e-01,        +4.734352679719e-11,        +2.471085984562e-01,        +3.951270692654e-11,        +2.031703184143e-01,        +2.253018312810e-11,        +1.175958436640e-01,        +2.413354782087e-11,        +1.240922471940e-01,        +2.219400603121e-11,        +1.158411739792e-01,        +2.397473707641e-11,        +1.232756585057e-01,        +4.743990504366e-11,        +2.476116428008e-01,        +3.948057531269e-11,        +2.030051009254e-01,        +1.907859591065e-13,        +9.958035268874e-04,        +1.854351851096e-12,        +9.534888529399e-03
 2.47677000e+00,        +1.915198468943e-10,        +1.944098109110e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.030984369996e-12,        +5.383172484284e-03,        +3.167889750514e-12,        +1.629490680367e-02,        +1.030984369996e-12,        +5.383172484284e-03,        +3.167889750514e-12,        +1.629490680367e-02,        +5.127388760327e-13,        +2.677210139561e-03,        +1.843421798030e-12,        +9.482143876339e-03,        +5.033631128294e-11,        +2.628255614193e-01,        +6.049624017472e-11,        +3.111789466346e-01,        +4.732318326174e-11,        +2.470928419646e-01,        +3.949594255039e-11,        +2.031581758416e-01,        +2.252123732940e-11,        +1.175921853249e-01,        +2.412385847896e-11,        +1.240876598044e-01,        +2.218515914720e-11,        +1.158373897377e-01,        +2.396509462649e-11,        +1.232710145347e-01,        +4.741953555636e-11,        +2.475959349661e-01,        +3.946381987401e-11,        +2.029929440756e-01,        +1.906970706327e-13,        +9.957039634536e-04,        +1.853543657891e-12,        +9.534208429117e-03
 2.47677500e+00,        +1.914497778274e-10,        +1.943389615547e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.030575338631e-12,        +5.383006187452e-03,        +3.166536131461e-12,        +1.629388212291e-02,        +1.030575338631e-12,        +5.383006187452e-03,        +3.166536131461e-12,        +1.629388212291e-02,        +5.125284058788e-13,        +2.677090627604e-03,        +1.842628767987e-12,        +9.481520088646e-03,        +5.032541870556e-11,        +2.628648582236e-01,        +6.048116286867e-11,        +3.112148093456e-01,        +4.730285286249e-11,        +2.470770841277e-01,        +3.947918898883e-11,        +2.031460324425e-01,        +2.251229718649e-11,        +1.175885260456e-01,        +2.411417527472e-11,        +1.240830715663e-01,        +2.217631787048e-11,        +1.158336046254e-01,        +2.395545829126e-11,        +1.232663697470e-01,        +4.739917921730e-11,        +2.475802257656e-01,        +3.944707524537e-11,        +2.029807864043e-01,        +1.906082406172e-13,        +9.956043970392e-04,        +1.852735986400e-12,        +9.533528282634e-03
 2.47678000e+00,        +1.913797539906e-10,        +1.942681577129e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.030166563614e-12,        +5.382839836154e-03,        +3.165183388200e-12,        +1.629285738570e-02,        +1.030166563614e-12,        +5.382839836154e-03,        +3.165183388200e-12,        +1.629285738570e-02,        +5.123180692038e-13,        +2.676971092925e-03,        +1.841836250720e-12,        +9.480896264234e-03,        +5.031453339234e-11,        +2.629041596261e-01,        +6.046609531726e-11,        +3.112506755050e-01,        +4.728253558890e-11,        +2.470613249468e-01,        +3.946244623323e-11,        +2.031338882183e-01,        +2.250336269513e-11,        +1.175848658278e-01,        +2.410449820341e-11,        +1.240784824811e-01,        +2.216748219642e-11,        +1.158298186417e-01,        +2.394582806579e-11,        +1.232617241431e-01,        +4.737883601594e-11,        +2.475645152009e-01,        +3.943034141807e-11,        +2.029686279125e-01,        +1.905194690127e-13,        +9.955048276534e-04,        +1.851928836205e-12,        +9.532848090021e-03
 2.47678500e+00,        +1.913097753459e-10,        +1.941973993477e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.029758044723e-12,        +5.382673430359e-03,        +3.163831520023e-12,        +1.629183259225e-02,        +1.029758044723e-12,        +5.382673430359e-03,        +3.163831520023e-12,        +1.629183259225e-02,        +5.121078658934e-13,        +2.676851535513e-03,        +1.841044245805e-12,        +9.480272403182e-03,        +5.030365533744e-11,        +2.629434656252e-01,        +6.045103751251e-11,        +3.112865451112e-01,        +4.726223142998e-11,        +2.470455644230e-01,        +3.944571427451e-11,        +2.031217431696e-01,        +2.249443385016e-11,        +1.175812046691e-01,        +2.409482725965e-11,        +1.240738925474e-01,        +2.215865212072e-11,        +1.158260317888e-01,        +2.393620394511e-11,        +1.232570777236e-01,        +4.735850594126e-11,        +2.475488032727e-01,        +3.941361838319e-11,        +2.029564686015e-01,        +1.904307557684e-13,        +9.954052552936e-04,        +1.851122206864e-12,        +9.532167851281e-03
 2.47679000e+00,        +1.912398418517e-10,        +1.941266864169e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.029349781742e-12,        +5.382506970178e-03,        +3.162480526067e-12,        +1.629080774229e-02,        +1.029349781742e-12,        +5.382506970178e-03,        +3.162480526067e-12,        +1.629080774229e-02,        +5.118977958331e-13,        +2.676731955416e-03,        +1.840252752756e-12,        +9.479648505429e-03,        +5.029278453342e-11,        +2.629827762169e-01,        +6.043598944499e-11,        +3.113224181614e-01,        +4.724194037374e-11,        +2.470298025575e-01,        +3.942899310259e-11,        +2.031095972962e-01,        +2.248551064631e-11,        +1.175775425695e-01,        +2.408516243792e-11,        +1.240693017661e-01,        +2.214982763857e-11,        +1.158222440685e-01,        +2.392658592394e-11,        +1.232524304904e-01,        +4.733818898121e-11,        +2.475330899820e-01,        +3.939690613078e-11,        +2.029443084717e-01,        +1.903421008339e-13,        +9.953056799827e-04,        +1.850316097911e-12,        +9.531487566512e-03
 2.47679500e+00,        +1.911699534710e-10,        +1.940560188838e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.028941774450e-12,        +5.382340455537e-03,        +3.161130405668e-12,        +1.628978283617e-02,        +1.028941774450e-12,        +5.382340455537e-03,        +3.161130405668e-12,        +1.628978283617e-02,        +5.116878589074e-13,        +2.676612352605e-03,        +1.839461771167e-12,        +9.479024571086e-03,        +5.028192097489e-11,        +2.630220914005e-01,        +6.042095110706e-11,        +3.113582946542e-01,        +4.722166240929e-11,        +2.470140393503e-01,        +3.941228270894e-11,        +2.030974506003e-01,        +2.247659307990e-11,        +1.175738795339e-01,        +2.407550373356e-11,        +1.240647101390e-01,        +2.214100874438e-11,        +1.158184554758e-01,        +2.391697399667e-11,        +1.232477824405e-01,        +4.731788512503e-11,        +2.475173753296e-01,        +3.938020465185e-11,        +2.029321475230e-01,        +1.902535041569e-13,        +9.952061017045e-04,        +1.849510508905e-12,        +9.530807235678e-03
 2.47680000e+00,        +1.911001101645e-10,        +1.939853967087e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.028534022633e-12,        +5.382173886488e-03,        +3.159781158043e-12,        +1.628875787381e-02,        +1.028534022633e-12,        +5.382173886488e-03,        +3.159781158043e-12,        +1.628875787381e-02,        +5.114780550042e-13,        +2.676492727104e-03,        +1.838671300585e-12,        +9.478400600158e-03,        +5.027106465519e-11,        +2.630614111729e-01,        +6.040592249007e-11,        +3.113941745872e-01,        +4.720139752530e-11,        +2.469982748029e-01,        +3.939558308393e-11,        +2.030853030813e-01,        +2.246768114524e-11,        +1.175702155582e-01,        +2.406585114093e-11,        +1.240601176648e-01,        +2.213219543423e-11,        +1.158146660155e-01,        +2.390736815853e-11,        +1.232431335769e-01,        +4.729759436127e-11,        +2.475016593164e-01,        +3.936351393718e-11,        +2.029199857569e-01,        +1.901649656880e-13,        +9.951065204736e-04,        +1.848705439399e-12,        +9.530126858853e-03
 2.47680500e+00,        +1.910303118951e-10,        +1.939148198542e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.028126526079e-12,        +5.382007263035e-03,        +3.158432782480e-12,        +1.628773285536e-02,        +1.028126526079e-12,        +5.382007263035e-03,        +3.158432782480e-12,        +1.628773285536e-02,        +5.112683840134e-13,        +2.676373078918e-03,        +1.837881340591e-12,        +9.477776592700e-03,        +5.026021556833e-11,        +2.631007355311e-01,        +6.039090358601e-11,        +3.114300579576e-01,        +4.718114571092e-11,        +2.469825089163e-01,        +3.937889421886e-11,        +2.030731547412e-01,        +2.245877483840e-11,        +1.175665506463e-01,        +2.405620465534e-11,        +1.240555243454e-01,        +2.212338770282e-11,        +1.158108756843e-01,        +2.389776840417e-11,        +1.232384838980e-01,        +4.727731667915e-11,        +2.474859419437e-01,        +3.934683397774e-11,        +2.029078231738e-01,        +1.900764853776e-13,        +9.950069362920e-04,        +1.847900888958e-12,        +9.529446436060e-03
 2.47681000e+00,        +1.909605586215e-10,        +1.938442882789e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.027719284571e-12,        +5.381840585249e-03,        +3.157085278147e-12,        +1.628670778065e-02,        +1.027719284571e-12,        +5.381840585249e-03,        +3.157085278147e-12,        +1.628670778065e-02,        +5.110588458192e-13,        +2.676253408078e-03,        +1.837091890710e-12,        +9.477152548683e-03,        +5.024937370727e-11,        +2.631400644720e-01,        +6.037589438576e-11,        +3.114659447633e-01,        +4.716090695433e-11,        +2.469667416914e-01,        +3.936221610375e-11,        +2.030610055794e-01,        +2.244987415379e-11,        +1.175628847960e-01,        +2.404656427111e-11,        +1.240509301802e-01,        +2.211458554577e-11,        +1.158070844860e-01,        +2.388817472848e-11,        +1.232338334061e-01,        +4.725705206678e-11,        +2.474702232121e-01,        +3.933016476383e-11,        +2.028956597743e-01,        +1.899880631752e-13,        +9.949073491755e-04,        +1.847096857122e-12,        +9.528765967377e-03
 2.47681500e+00,        +1.908908503071e-10,        +1.937738019461e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.027312297904e-12,        +5.381673853154e-03,        +3.155738644334e-12,        +1.628568264977e-02,        +1.027312297904e-12,        +5.381673853154e-03,        +3.155738644334e-12,        +1.628568264977e-02,        +5.108494403147e-13,        +2.676133714596e-03,        +1.836302950525e-12,        +9.476528468156e-03,        +5.023853906598e-11,        +2.631793979919e-01,        +6.036089488134e-11,        +3.115018350011e-01,        +4.714068124490e-11,        +2.469509731297e-01,        +3.934554872977e-11,        +2.030488555967e-01,        +2.244097908665e-11,        +1.175592180063e-01,        +2.403692998321e-11,        +1.240463351692e-01,        +2.210578895885e-11,        +1.158032924223e-01,        +2.387858712671e-11,        +1.232291821025e-01,        +4.723680051348e-11,        +2.474545031231e-01,        +3.931350628675e-11,        +2.028834955598e-01,        +1.898996990327e-13,        +9.948077591315e-04,        +1.846293343468e-12,        +9.528085452859e-03
 2.47682000e+00,        +1.908211869135e-10,        +1.937033608171e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.026905565848e-12,        +5.381507066685e-03,        +3.154392880338e-12,        +1.628465746300e-02,        +1.026905565848e-12,        +5.381507066685e-03,        +3.154392880338e-12,        +1.628465746300e-02,        +5.106401673807e-13,        +2.676013998447e-03,        +1.835514519610e-12,        +9.475904351207e-03,        +5.022771163874e-11,        +2.632187360909e-01,        +6.034590506475e-11,        +3.115377286702e-01,        +4.712046857128e-11,        +2.469352032311e-01,        +3.932889208801e-11,        +2.030367047949e-01,        +2.243208963310e-11,        +1.175555502821e-01,        +2.402730178677e-11,        +1.240417393142e-01,        +2.209699793619e-11,        +1.157994994875e-01,        +2.386900559299e-11,        +1.232245299839e-01,        +4.721656200804e-11,        +2.474387816771e-01,        +3.929685853710e-11,        +2.028713305300e-01,        +1.898113928965e-13,        +9.947081661462e-04,        +1.845490347535e-12,        +9.527404892460e-03
 2.47682500e+00,        +1.907515683998e-10,        +1.936329648510e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.026499088188e-12,        +5.381340225922e-03,        +3.153047985332e-12,        +1.628363222016e-02,        +1.026499088188e-12,        +5.381340225922e-03,        +3.153047985332e-12,        +1.628363222016e-02,        +5.104310269034e-13,        +2.675894259666e-03,        +1.834726597494e-12,        +9.475280197803e-03,        +5.021689141846e-11,        +2.632580787656e-01,        +6.033092492691e-11,        +3.115736257685e-01,        +4.710026892181e-11,        +2.469194319970e-01,        +3.931224616850e-11,        +2.030245531734e-01,        +2.242320578731e-11,        +1.175518816197e-01,        +2.401767967604e-11,        +1.240371426142e-01,        +2.208821247376e-11,        +1.157957056870e-01,        +2.385943012248e-11,        +1.232198770537e-01,        +4.719633653865e-11,        +2.474230588748e-01,        +3.928022150535e-11,        +2.028591646860e-01,        +1.897231447168e-13,        +9.946085702381e-04,        +1.844687868869e-12,        +9.526724286272e-03
 2.47683000e+00,        +1.906819947300e-10,        +1.935626140114e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.026092864717e-12,        +5.381173330865e-03,        +3.151703958626e-12,        +1.628260692140e-02,        +1.026092864717e-12,        +5.381173330865e-03,        +3.151703958626e-12,        +1.628260692140e-02,        +5.102220187753e-13,        +2.675774498257e-03,        +1.833939183770e-12,        +9.474656008012e-03,        +5.020607839939e-11,        +2.632974260128e-01,        +6.031595446006e-11,        +3.116095262927e-01,        +4.708008228590e-11,        +2.469036594282e-01,        +3.929561096274e-11,        +2.030124007337e-01,        +2.241432754537e-11,        +1.175482120224e-01,        +2.400806364639e-11,        +1.240325450708e-01,        +2.207943256658e-11,        +1.157919110184e-01,        +2.384986071003e-11,        +1.232152233108e-01,        +4.717612409481e-11,        +2.474073347177e-01,        +3.926359518273e-11,        +2.028469980283e-01,        +1.896349544451e-13,        +9.945089714090e-04,        +1.843885907047e-12,        +9.526043634328e-03
 2.47683500e+00,        +1.906124658649e-10,        +1.934923082591e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.025686895222e-12,        +5.381006381551e-03,        +3.150360799451e-12,        +1.628158156671e-02,        +1.025686895222e-12,        +5.381006381551e-03,        +3.150360799451e-12,        +1.628158156671e-02,        +5.100131428836e-13,        +2.675654714236e-03,        +1.833152277989e-12,        +9.474031781847e-03,        +5.019527257501e-11,        +2.633367778296e-01,        +6.030099365563e-11,        +3.116454302405e-01,        +4.705990865227e-11,        +2.468878855260e-01,        +3.927898646137e-11,        +2.030002474764e-01,        +2.240545490231e-11,        +1.175445414897e-01,        +2.399845369256e-11,        +1.240279466842e-01,        +2.207065820998e-11,        +1.157881154826e-01,        +2.384029735049e-11,        +1.232105687559e-01,        +4.715592466519e-11,        +2.473916092068e-01,        +3.924697955995e-11,        +2.028348305577e-01,        +1.895468220315e-13,        +9.944093696676e-04,        +1.843084461622e-12,        +9.525362936672e-03
 2.47684000e+00,        +1.905429817650e-10,        +1.934220475543e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.025281179485e-12,        +5.380839378012e-03,        +3.149018507033e-12,        +1.628055615608e-02,        +1.025281179485e-12,        +5.380839378012e-03,        +3.149018507033e-12,        +1.628055615608e-02,        +5.098043991143e-13,        +2.675534907619e-03,        +1.832365879703e-12,        +9.473407519318e-03,        +5.018447393878e-11,        +2.633761342135e-01,        +6.028604250503e-11,        +3.116813376102e-01,        +4.703974800951e-11,        +2.468721102912e-01,        +3.926237265483e-11,        +2.029880934013e-01,        +2.239658785272e-11,        +1.175408700192e-01,        +2.398884980900e-11,        +1.240233474535e-01,        +2.206188939969e-11,        +1.157843190829e-01,        +2.383074003888e-11,        +1.232059133910e-01,        +4.713573823832e-11,        +2.473758823426e-01,        +3.923037462770e-11,        +2.028226622753e-01,        +1.894587474253e-13,        +9.943097650217e-04,        +1.842283532142e-12,        +9.524682193350e-03
 2.47684500e+00,        +1.904735423947e-10,        +1.933518318612e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.024875717302e-12,        +5.380672320245e-03,        +3.147677080690e-12,        +1.627953068968e-02,        +1.024875717302e-12,        +5.380672320245e-03,        +3.147677080690e-12,        +1.627953068968e-02,        +5.095957873605e-13,        +2.675415078408e-03,        +1.831579988508e-12,        +9.472783220501e-03,        +5.017368248504e-11,        +2.634154951614e-01,        +6.027110100058e-11,        +3.117172483985e-01,        +4.701960034714e-11,        +2.468563337249e-01,        +3.924576953474e-11,        +2.029759385104e-01,        +2.238772639293e-11,        +1.175371976153e-01,        +2.397925199123e-11,        +1.240187473809e-01,        +2.205312613051e-11,        +1.157805218155e-01,        +2.382118876998e-11,        +1.232012572143e-01,        +4.711556480380e-11,        +2.473601541267e-01,        +3.921378037726e-11,        +2.028104931812e-01,        +1.893707305787e-13,        +9.942101574733e-04,        +1.841483118189e-12,        +9.524001404399e-03
 2.47685000e+00,        +1.904041477117e-10,        +1.932816611374e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.024470508438e-12,        +5.380505208263e-03,        +3.146336519604e-12,        +1.627850516747e-02,        +1.024470508438e-12,        +5.380505208263e-03,        +3.146336519604e-12,        +1.627850516747e-02,        +5.093873074995e-13,        +2.675295226609e-03,        +1.830794603926e-12,        +9.472158885389e-03,        +5.016289820690e-11,        +2.634548606728e-01,        +6.025616913320e-11,        +3.117531626053e-01,        +4.699946565301e-11,        +2.468405558275e-01,        +3.922917709091e-11,        +2.029637828030e-01,        +2.237887051705e-11,        +1.175335242746e-01,        +2.396966023327e-11,        +1.240141464649e-01,        +2.204436839796e-11,        +1.157767236843e-01,        +2.381164353851e-11,        +1.231966002278e-01,        +4.709540434939e-11,        +2.473444245590e-01,        +3.919719679875e-11,        +2.027983232764e-01,        +1.892827714376e-13,        +9.941105470254e-04,        +1.840683219282e-12,        +9.523320569833e-03
 2.47685500e+00,        +1.903347976823e-10,        +1.932115353491e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.024065552710e-12,        +5.380338042122e-03,        +3.144996823105e-12,        +1.627747958952e-02,        +1.024065552710e-12,        +5.380338042122e-03,        +3.144996823105e-12,        +1.627747958952e-02,        +5.091789594348e-13,        +2.675175352248e-03,        +1.830009725569e-12,        +9.471534514036e-03,        +5.015212109864e-11,        +2.634942307415e-01,        +6.024124689537e-11,        +3.117890802251e-01,        +4.697934391729e-11,        +2.468247766008e-01,        +3.921259531540e-11,        +2.029516262813e-01,        +2.237002022161e-11,        +1.175298500012e-01,        +2.396007453098e-11,        +1.240095447080e-01,        +2.203561619730e-11,        +1.157729246866e-01,        +2.380210433968e-11,        +1.231919424308e-01,        +4.707525686535e-11,        +2.473286936418e-01,        +3.918062388394e-11,        +2.027861525615e-01,        +1.891948699581e-13,        +9.940109336914e-04,        +1.839883835031e-12,        +9.522639689739e-03
