        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.45570500e+00,        +1.737496995187e-08,        +1.740520074303e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +9.058721777046e-11,        +5.213661837769e-03,        +3.482467598751e-10,        +2.000820128516e-02,        +9.058721777046e-11,        +5.213661837769e-03,        +3.482467598751e-10,        +2.000820128516e-02,        +4.834851223321e-11,        +2.782652998373e-03,        +2.002205045656e-10,        +1.150348723475e-02,        +3.052847023021e-09,        +1.757037296455e-01,        +3.886180895642e-09,        +2.232769936422e-01,        +4.996386026474e-09,        +2.875622830033e-01,        +4.132351053201e-09,        +2.374204764548e-01,        +2.086508245205e-09,        +1.200870131566e-01,        +2.256237363714e-09,        +1.296300684505e-01,        +2.080399898213e-09,        +1.197354530094e-01,        +2.253405917260e-09,        +1.294673902662e-01,        +4.997854838073e-09,        +2.876468190689e-01,        +4.131695068476e-09,        +2.373827874483e-01,        +2.203819088043e-11,        +1.268387280178e-03,        +1.968631802940e-10,        +1.131059521809e-02
 2.45571000e+00,        +1.730094962374e-08,        +1.733112328194e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +9.021016175720e-11,        +5.214174003110e-03,        +3.467422491582e-10,        +2.000691146889e-02,        +9.021016175720e-11,        +5.214174003110e-03,        +3.467422491582e-10,        +2.000691146889e-02,        +4.814587483360e-11,        +2.782845790588e-03,        +1.993610032871e-10,        +1.150306301813e-02,        +3.039644308073e-09,        +1.756923391016e-01,        +3.869565274134e-09,        +2.232726183517e-01,        +4.975134247593e-09,        +2.875642294668e-01,        +4.114740597764e-09,        +2.374191522862e-01,        +2.077681784252e-09,        +1.200906210028e-01,        +2.246712134445e-09,        +1.296345365442e-01,        +2.071588754562e-09,        +1.197384420864e-01,        +2.243887575028e-09,        +1.294715604133e-01,        +4.976599350623e-09,        +2.876489128548e-01,        +4.114086318237e-09,        +2.373814005769e-01,        +2.194514204141e-11,        +1.268435693917e-03,        +1.960281298821e-10,        +1.131075734060e-02
 2.45571500e+00,        +1.722739033639e-08,        +1.725750705493e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.983542086495e-11,        +5.214685399866e-03,        +3.452471871122e-10,        +2.000562340860e-02,        +8.983542086495e-11,        +5.214685399866e-03,        +3.452471871122e-10,        +2.000562340860e-02,        +4.794448603244e-11,        +2.783038237148e-03,        +1.985068765327e-10,        +1.150263916456e-02,        +3.026524842767e-09,        +1.756809814876e-01,        +3.853053670240e-09,        +2.232682656873e-01,        +4.954014528032e-09,        +2.875661624482e-01,        +4.097239738174e-09,        +2.374178220025e-01,        +2.068910115857e-09,        +1.200942264301e-01,        +2.237245934837e-09,        +1.296389987103e-01,        +2.062832335631e-09,        +1.197414289310e-01,        +2.234428233075e-09,        +1.294757247361e-01,        +4.955475939855e-09,        +2.876509931622e-01,        +4.096587156497e-09,        +2.373800076372e-01,        +2.185266734907e-11,        +1.268483903967e-03,        +1.951982584590e-10,        +1.131091865341e-02
 2.45572000e+00,        +1.715428837272e-08,        +1.718434834409e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.946297662378e-11,        +5.215196030285e-03,        +3.437614970776e-10,        +2.000433709759e-02,        +8.946297662378e-11,        +5.215196030285e-03,        +3.437614970776e-10,        +2.000433709759e-02,        +4.774433584360e-11,        +2.783230339040e-03,        +1.976580808414e-10,        +1.150221567228e-02,        +3.013487950039e-09,        +1.756696567391e-01,        +3.836645242278e-09,        +2.232639356148e-01,        +4.933025805044e-09,        +2.875680819782e-01,        +4.079847591416e-09,        +2.374164856137e-01,        +2.060192799129e-09,        +1.200978294387e-01,        +2.227838290560e-09,        +1.296434549597e-01,        +2.054130200921e-09,        +1.197444135419e-01,        +2.225027417229e-09,        +1.294798832447e-01,        +4.934483542910e-09,        +2.876530600218e-01,        +4.079196700280e-09,        +2.373786086385e-01,        +2.176076221006e-11,        +1.268531910928e-03,        +1.943735244087e-10,        +1.131107915858e-02
 2.45572500e+00,        +1.708164005070e-08,        +1.711164346660e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.909281072447e-11,        +5.215705895924e-03,        +3.422851031572e-10,        +2.000305253118e-02,        +8.909281072447e-11,        +5.215705895924e-03,        +3.422851031572e-10,        +2.000305253118e-02,        +4.754541436926e-11,        +2.783422096951e-03,        +1.968145731726e-10,        +1.150179254008e-02,        +3.000532959640e-09,        +1.756583648136e-01,        +3.820339156750e-09,        +2.232596281128e-01,        +4.912167025756e-09,        +2.875699880794e-01,        +4.062563282762e-09,        +2.374151431271e-01,        +2.051529397241e-09,        +1.201014300238e-01,        +2.218488731627e-09,        +1.296479052966e-01,        +2.045481914098e-09,        +1.197473959191e-01,        +2.215684657715e-09,        +1.294840359455e-01,        +4.913621106796e-09,        +2.876551134559e-01,        +4.061914074916e-09,        +2.373772035892e-01,        +2.166942207101e-11,        +1.268579715221e-03,        +1.935538864958e-10,        +1.131123885754e-02
 2.45573000e+00,        +1.700944172575e-08,        +1.703938877709e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.872490505107e-11,        +5.216214998799e-03,        +3.408179302051e-10,        +2.000176970335e-02,        +8.872490505107e-11,        +5.216214998799e-03,        +3.408179302051e-10,        +2.000176970335e-02,        +4.734771181542e-11,        +2.783613511767e-03,        +1.959763109182e-10,        +1.150136976637e-02,        +2.987659207921e-09,        +1.756471056542e-01,        +3.804134588513e-09,        +2.232553431511e-01,        +4.891437148085e-09,        +2.875718807796e-01,        +4.045385946415e-09,        +2.374137945520e-01,        +2.042919477909e-09,        +1.201050281866e-01,        +2.209196792928e-09,        +1.296523497309e-01,        +2.036887043221e-09,        +1.197503760595e-01,        +2.206399489559e-09,        +1.294881828464e-01,        +4.892887589321e-09,        +2.876571534922e-01,        +4.044738414637e-09,        +2.373757924977e-01,        +2.157864242674e-11,        +1.268627317384e-03,        +1.927393039112e-10,        +1.131139775216e-02
 2.45573500e+00,        +1.693768978729e-08,        +1.696758066417e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.835924164752e-11,        +5.216723340500e-03,        +3.393599038014e-10,        +2.000048860932e-02,        +8.835924164752e-11,        +5.216723340500e-03,        +3.393599038014e-10,        +2.000048860932e-02,        +4.715121847546e-11,        +2.783804584190e-03,        +1.951432518740e-10,        +1.150094734991e-02,        +2.974866037701e-09,        +1.756358792173e-01,        +3.788030720268e-09,        +2.232510807075e-01,        +4.870835139563e-09,        +2.875737601014e-01,        +4.028314724620e-09,        +2.374124398964e-01,        +2.034362612816e-09,        +1.201086239247e-01,        +2.199962013600e-09,        +1.296567882683e-01,        +2.028345160373e-09,        +1.197533539606e-01,        +2.197171452063e-09,        +1.294923239530e-01,        +4.872281957905e-09,        +2.876591801534e-01,        +4.027668861725e-09,        +2.373743753717e-01,        +2.148841881189e-11,        +1.268674717848e-03,        +1.919297362183e-10,        +1.131155584388e-02
 2.45574000e+00,        +1.686638065970e-08,        +1.689621555144e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.799580273753e-11,        +5.217230923038e-03,        +3.379109502297e-10,        +1.999920924309e-02,        +8.799580273753e-11,        +5.217230923038e-03,        +3.379109502297e-10,        +1.999920924309e-02,        +4.695592473937e-11,        +2.783995315104e-03,        +1.943153542400e-10,        +1.150052528913e-02,        +2.962152797972e-09,        +1.756246854460e-01,        +3.772026742527e-09,        +2.232468407522e-01,        +4.850359977797e-09,        +2.875756260729e-01,        +4.011348767936e-09,        +2.374110791688e-01,        +2.025858377764e-09,        +1.201122172349e-01,        +2.190783937268e-09,        +1.296612209165e-01,        +2.019855841847e-09,        +1.197563296240e-01,        +2.188000089063e-09,        +1.294964592753e-01,        +4.851803190039e-09,        +2.876611934670e-01,        +4.010704566801e-09,        +2.373729522206e-01,        +2.139874680593e-11,        +1.268721917148e-03,        +1.911251433777e-10,        +1.131171313457e-02
 2.45574500e+00,        +1.679551080435e-08,        +1.682528989949e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.763457072490e-11,        +5.217737748244e-03,        +3.364709965464e-10,        +1.999793159918e-02,        +8.763457072490e-11,        +5.217737748244e-03,        +3.364709965464e-10,        +1.999793159918e-02,        +4.676182109495e-11,        +2.784185705315e-03,        +1.934925766515e-10,        +1.150010358261e-02,        +2.949518844585e-09,        +1.756135242889e-01,        +3.756121854241e-09,        +2.232426232582e-01,        +4.830010650921e-09,        +2.875774787194e-01,        +3.994487235714e-09,        +2.374097123780e-01,        +2.017406353015e-09,        +1.201158081177e-01,        +2.181662112289e-09,        +1.296656476841e-01,        +2.011418668227e-09,        +1.197593030458e-01,        +2.178884949045e-09,        +1.295005888197e-01,        +4.831450273752e-09,        +2.876631934588e-01,        +3.993844689239e-09,        +2.373715230524e-01,        +2.130962203321e-11,        +1.268768915780e-03,        +1.903254857610e-10,        +1.131186962590e-02
 2.45575000e+00,        +1.672507671378e-08,        +1.675480020005e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.727552816275e-11,        +5.218243817731e-03,        +3.350399704663e-10,        +1.999665567276e-02,        +8.727552816275e-11,        +5.218243817731e-03,        +3.350399704663e-10,        +1.999665567276e-02,        +4.656889811131e-11,        +2.784375755535e-03,        +1.926748781120e-10,        +1.149968222906e-02,        +2.936963539235e-09,        +1.756023957017e-01,        +3.740315261512e-09,        +2.232384282028e-01,        +4.809786155917e-09,        +2.875793180640e-01,        +3.977729294688e-09,        +2.374083395322e-01,        +2.009006122476e-09,        +1.201193965718e-01,        +2.172596090941e-09,        +1.296700685774e-01,        +2.003033223804e-09,        +1.197622742234e-01,        +2.169825584441e-09,        +1.295047125918e-01,        +4.811222205917e-09,        +2.876651801515e-01,        +3.977088395809e-09,        +2.373700878747e-01,        +2.122104015522e-11,        +1.268815714175e-03,        +1.895307240840e-10,        +1.131202531937e-02
 2.45575500e+00,        +1.665507491633e-08,        +1.668474298071e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.691865778437e-11,        +5.218749133284e-03,        +3.336178004356e-10,        +1.999538145846e-02,        +8.691865778437e-11,        +5.218749133284e-03,        +3.336178004356e-10,        +1.999538145846e-02,        +4.637714645479e-11,        +2.784565466549e-03,        +1.918622180422e-10,        +1.149926122710e-02,        +2.924486250069e-09,        +1.755912996346e-01,        +3.724606178510e-09,        +2.232342555601e-01,        +4.789685500038e-09,        +2.875811441318e-01,        +3.961074120101e-09,        +2.374069606395e-01,        +2.000657274300e-09,        +1.201229825955e-01,        +2.163585430081e-09,        +1.296744836035e-01,        +1.994699097124e-09,        +1.197652431553e-01,        +2.160821552274e-09,        +1.295088305989e-01,        +4.791117993679e-09,        +2.876671535703e-01,        +3.960434861797e-09,        +2.373686466958e-01,        +2.113299687845e-11,        +1.268862312816e-03,        +1.887408194658e-10,        +1.131218021663e-02
 2.45576000e+00,        +1.658550197408e-08,        +1.661511480275e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.656394249320e-11,        +5.219253696902e-03,        +3.322044155884e-10,        +1.999410895033e-02,        +8.656394249320e-11,        +5.219253696902e-03,        +3.322044155884e-10,        +1.999410895033e-02,        +4.618655688350e-11,        +2.784754839237e-03,        +1.910545562550e-10,        +1.149884057518e-02,        +2.912086351296e-09,        +1.755802360307e-01,        +3.708993826991e-09,        +2.232301053001e-01,        +4.769707700214e-09,        +2.875829569505e-01,        +3.944520895203e-09,        +2.374055757081e-01,        +1.992359400577e-09,        +1.201265661836e-01,        +2.154629690858e-09,        +1.296788927695e-01,        +1.986415880813e-09,        +1.197682098448e-01,        +2.151872413927e-09,        +1.295129428520e-01,        +4.771136653852e-09,        +2.876691137421e-01,        +3.943883270520e-09,        +2.373671995253e-01,        +2.104548795172e-11,        +1.268908712236e-03,        +1.879557334056e-10,        +1.131233431950e-02
 2.45576500e+00,        +1.651635447908e-08,        +1.654591225744e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.621136533361e-11,        +5.219757510218e-03,        +3.307997456992e-10,        +1.999283814347e-02,        +8.621136533361e-11,        +5.219757510218e-03,        +3.307997456992e-10,        +1.999283814347e-02,        +4.599712023257e-11,        +2.784943874317e-03,        +1.902518529196e-10,        +1.149842027200e-02,        +2.899763222830e-09,        +1.755692048450e-01,        +3.693477435637e-09,        +2.232259773997e-01,        +4.749851781841e-09,        +2.875847565428e-01,        +3.928068810375e-09,        +2.374041847471e-01,        +1.984112097106e-09,        +1.201301473409e-01,        +2.145728438272e-09,        +1.296832960846e-01,        +1.978183170841e-09,        +1.197711742834e-01,        +2.142977734454e-09,        +1.295170493540e-01,        +4.751277211738e-09,        +2.876710606905e-01,        +3.927432812355e-09,        +2.373657463697e-01,        +2.095850915899e-11,        +1.268954912873e-03,        +1.871754277309e-10,        +1.131248762949e-02
 2.45577000e+00,        +1.644762906066e-08,        +1.647713197334e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.586090953818e-11,        +5.220260575036e-03,        +3.294037213025e-10,        +1.999156903249e-02,        +8.586090953818e-11,        +5.220260575036e-03,        +3.294037213025e-10,        +1.999156903249e-02,        +4.580882743865e-11,        +2.785132572586e-03,        +1.894540686388e-10,        +1.149800031615e-02,        +2.887516251282e-09,        +1.755582060267e-01,        +3.678056241516e-09,        +2.232218718322e-01,        +4.730116781023e-09,        +2.875865429345e-01,        +3.911717064822e-09,        +2.374027877637e-01,        +1.975914963908e-09,        +1.201337260599e-01,        +2.136881241999e-09,        +1.296876935535e-01,        +1.970000567813e-09,        +1.197741364757e-01,        +2.134137083788e-09,        +1.295211501152e-01,        +4.731538703324e-09,        +2.876729944404e-01,        +3.911082686586e-09,        +2.373642872385e-01,        +2.087205633111e-11,        +1.269000915216e-03,        +1.863998646899e-10,        +1.131264014826e-02
 2.45577500e+00,        +1.637932237827e-08,        +1.640877060913e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.551255848468e-11,        +5.220762892984e-03,        +3.280162735667e-10,        +1.999030161250e-02,        +8.551255848468e-11,        +5.220762892984e-03,        +3.280162735667e-10,        +1.999030161250e-02,        +4.562166951735e-11,        +2.785320934759e-03,        +1.886611643709e-10,        +1.149758070638e-02,        +2.875344828892e-09,        +1.755472395310e-01,        +3.662729488594e-09,        +2.232177885744e-01,        +4.710501742413e-09,        +2.875883161481e-01,        +3.895464864932e-09,        +2.374013847671e-01,        +1.967767604769e-09,        +1.201373023453e-01,        +2.128087675629e-09,        +1.296920851855e-01,        +1.961867675684e-09,        +1.197770964132e-01,        +2.125350035573e-09,        +1.295252451388e-01,        +4.711920173171e-09,        +2.876749150150e-01,        +3.894832099598e-09,        +2.373628221380e-01,        +2.078612533505e-11,        +1.269046719700e-03,        +1.856290068638e-10,        +1.131279187733e-02
 2.45578000e+00,        +1.631143112319e-08,        +1.634082485531e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.516629571391e-11,        +5.221264466050e-03,        +3.266373343017e-10,        +1.998903587755e-02,        +8.516629571391e-11,        +5.221264466050e-03,        +3.266373343017e-10,        +1.998903587755e-02,        +4.543563757198e-11,        +2.785508961712e-03,        +1.878731014424e-10,        +1.149716144111e-02,        +2.863248353538e-09,        +1.755363053011e-01,        +3.647496427957e-09,        +2.232137275966e-01,        +4.691005719838e-09,        +2.875900762117e-01,        +3.879311424619e-09,        +2.373999757643e-01,        +1.959669627024e-09,        +1.201408761882e-01,        +2.119347316731e-09,        +1.296964709858e-01,        +1.953784102436e-09,        +1.197800541032e-01,        +2.116616167669e-09,        +1.295293344375e-01,        +4.692420674984e-09,        +2.876768224411e-01,        +3.878680265397e-09,        +2.373613510787e-01,        +2.070071207853e-11,        +1.269092326859e-03,        +1.848628171953e-10,        +1.131294281850e-02
 2.45578500e+00,        +1.624395201878e-08,        +1.627329143449e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.482210492022e-11,        +5.221765295918e-03,        +3.252668359957e-10,        +1.998777182263e-02,        +8.482210492022e-11,        +5.221765295918e-03,        +3.252668359957e-10,        +1.998777182263e-02,        +4.525072278947e-11,        +2.785696654186e-03,        +1.870898415596e-10,        +1.149674251904e-02,        +2.851226229123e-09,        +1.755254032902e-01,        +3.632356318051e-09,        +2.232096888742e-01,        +4.671627776216e-09,        +2.875918231484e-01,        +3.863255965452e-09,        +2.373985607647e-01,        +1.951620642033e-09,        +1.201444475936e-01,        +2.110659747041e-09,        +1.297008509641e-01,        +1.945749459595e-09,        +1.197830095377e-01,        +2.107935061863e-09,        +1.295334180150e-01,        +4.673039271593e-09,        +2.876787167428e-01,        +3.862626405546e-09,        +2.373598740670e-01,        +2.061581250740e-11,        +1.269137737145e-03,        +1.841012589807e-10,        +1.131309297334e-02
 2.45579000e+00,        +1.617688182033e-08,        +1.620616710118e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.447996995724e-11,        +5.222265384363e-03,        +3.239047117928e-10,        +1.998650944240e-02,        +8.447996995724e-11,        +5.222265384363e-03,        +3.239047117928e-10,        +1.998650944240e-02,        +4.506691644284e-11,        +2.785884012963e-03,        +1.863113468011e-10,        +1.149632393878e-02,        +2.839277865346e-09,        +1.755145334485e-01,        +3.617308424541e-09,        +2.232056723812e-01,        +4.652366983609e-09,        +2.875935569834e-01,        +3.847297716545e-09,        +2.373971397756e-01,        +1.943620264774e-09,        +1.201480165560e-01,        +2.102024552289e-09,        +1.297052251261e-01,        +1.937763362642e-09,        +1.197859627192e-01,        +2.099306304106e-09,        +1.295374958804e-01,        +4.653775034949e-09,        +2.876805979445e-01,        +3.846669749228e-09,        +2.373583911120e-01,        +2.053142260726e-11,        +1.269182951034e-03,        +1.833442958746e-10,        +1.131324234348e-02
 2.45579500e+00,        +1.611021731200e-08,        +1.613944863878e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.413987481394e-11,        +5.222764732742e-03,        +3.225508954561e-10,        +1.998524873279e-02,        +8.413987481394e-11,        +5.222764732742e-03,        +3.225508954561e-10,        +1.998524873279e-02,        +4.488420987917e-11,        +2.786071038640e-03,        +1.855375795895e-10,        +1.149590569926e-02,        +2.827402677421e-09,        +1.755036957394e-01,        +3.602352019772e-09,        +2.232016780992e-01,        +4.633222422234e-09,        +2.875952777361e-01,        +3.831435913892e-09,        +2.373957128056e-01,        +1.935668113791e-09,        +1.201515830795e-01,        +2.093441321912e-09,        +1.297095934790e-01,        +1.929825430286e-09,        +1.197889136386e-01,        +2.090729483886e-09,        +1.295415680349e-01,        +4.634627045180e-09,        +2.876824660663e-01,        +3.830809532426e-09,        +2.373569022191e-01,        +2.044753839737e-11,        +1.269227968895e-03,        +1.825918918480e-10,        +1.131339093017e-02
 2.45580000e+00,        +1.604395531212e-08,        +1.607313286486e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.380180366415e-11,        +5.223263343351e-03,        +3.212053214084e-10,        +1.998398968696e-02,        +8.380180366415e-11,        +5.223263343351e-03,        +3.212053214084e-10,        +1.998398968696e-02,        +4.470259454394e-11,        +2.786257732230e-03,        +1.847685027347e-10,        +1.149548779869e-02,        +2.815600086298e-09,        +1.754928900962e-01,        +3.587486383549e-09,        +2.231977059925e-01,        +4.614193182268e-09,        +2.875969854380e-01,        +3.815669801581e-09,        +2.373942798621e-01,        +1.927763811474e-09,        +1.201551471549e-01,        +2.084909649695e-09,        +1.297139560299e-01,        +1.921935285584e-09,        +1.197918623054e-01,        +2.082204195290e-09,        +1.295456344944e-01,        +4.615594392345e-09,        +2.876843211386e-01,        +3.815044999333e-09,        +2.373554074000e-01,        +2.036415594317e-11,        +1.269272791341e-03,        +1.818440112680e-10,        +1.131353873553e-02
 2.45580500e+00,        +1.597809266503e-08,        +1.600721662300e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.346574079506e-11,        +5.223761217617e-03,        +3.198679246553e-10,        +1.998273230061e-02,        +8.346574079506e-11,        +5.223761217617e-03,        +3.198679246553e-10,        +1.998273230061e-02,        +4.452206194558e-11,        +2.786444094359e-03,        +1.840040793636e-10,        +1.149507023596e-02,        +2.803869518177e-09,        +1.754821164803e-01,        +3.572710801854e-09,        +2.231937560413e-01,        +4.595278361124e-09,        +2.875986801092e-01,        +3.799998629900e-09,        +2.373928409540e-01,        +1.919906983521e-09,        +1.201587087878e-01,        +2.076429132758e-09,        +1.297183127874e-01,        +1.914092554355e-09,        +1.197948087099e-01,        +2.073730035471e-09,        +1.295496952600e-01,        +4.596676173770e-09,        +2.876861631821e-01,        +3.799375400220e-09,        +2.373539066599e-01,        +2.028127133821e-11,        +1.269317418756e-03,        +1.811006187788e-10,        +1.131368576087e-02
 2.45581000e+00,        +1.591262625002e-08,        +1.594169679175e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.313167067281e-11,        +5.224258357273e-03,        +3.185386409075e-10,        +1.998147656857e-02,        +8.313167067281e-11,        +5.224258357273e-03,        +3.185386409075e-10,        +1.998147656857e-02,        +4.434260368875e-11,        +2.786630125791e-03,        +1.832442730071e-10,        +1.149465300971e-02,        +2.792210405448e-09,        +1.754713748427e-01,        +3.558024568484e-09,        +2.231898282199e-01,        +4.576477066286e-09,        +2.876003617744e-01,        +3.784421657409e-09,        +2.373913960883e-01,        +1.912097259583e-09,        +1.201622679714e-01,        +2.067999372617e-09,        +1.297226637561e-01,        +1.906296866785e-09,        +1.197977528557e-01,        +2.065306606178e-09,        +1.295537503415e-01,        +4.577871496832e-09,        +2.876879922211e-01,        +3.783799993722e-09,        +2.373524000081e-01,        +2.019888072065e-11,        +1.269361851607e-03,        +1.803616794209e-10,        +1.131383200779e-02
 2.45581500e+00,        +1.584755297037e-08,        +1.587657027362e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.279957788120e-11,        +5.224754764097e-03,        +3.172174063738e-10,        +1.998022248551e-02,        +8.279957788120e-11,        +5.224754764097e-03,        +3.172174063738e-10,        +1.998022248551e-02,        +4.416421144194e-11,        +2.786815827309e-03,        +1.824890474776e-10,        +1.149423611854e-02,        +2.780622184920e-09,        +1.754606651336e-01,        +3.543426982692e-09,        +2.231859225024e-01,        +4.557788412068e-09,        +2.876020304580e-01,        +3.768938148389e-09,        +2.373899452737e-01,        +1.904334272292e-09,        +1.201658247083e-01,        +2.059619973908e-09,        +1.297270089454e-01,        +1.898547855752e-09,        +1.198006947383e-01,        +2.056933512144e-09,        +1.295577997448e-01,        +4.559179475752e-09,        +2.876898082800e-01,        +3.768318044133e-09,        +2.373508874517e-01,        +2.011698025804e-11,        +1.269406090370e-03,        +1.796271585023e-10,        +1.131397747792e-02
 2.45582000e+00,        +1.578286976354e-08,        +1.581183400534e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.246944717305e-11,        +5.225250439787e-03,        +3.159041579707e-10,        +1.997897004637e-02,        +8.246944717305e-11,        +5.225250439787e-03,        +3.159041579707e-10,        +1.997897004637e-02,        +4.398687696509e-11,        +2.787001199661e-03,        +1.817383669881e-10,        +1.149381956115e-02,        +2.769104299653e-09,        +1.754499873052e-01,        +3.528917351485e-09,        +2.231820388637e-01,        +4.539211522556e-09,        +2.876036861840e-01,        +3.753547375226e-09,        +2.373884885181e-01,        +1.896617658260e-09,        +1.201693789961e-01,        +2.051290545586e-09,        +1.297313483619e-01,        +1.890845158258e-09,        +1.198036343572e-01,        +2.048610362487e-09,        +1.295618434772e-01,        +4.540599234517e-09,        +2.876916113827e-01,        +3.752928823881e-09,        +2.373493689988e-01,        +2.003556615993e-11,        +1.269450135501e-03,        +1.788970217128e-10,        +1.131412217282e-02
 2.45582500e+00,        +1.571857359357e-08,        +1.574748495019e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.214126343043e-11,        +5.225745385956e-03,        +3.145988331698e-10,        +1.997771924628e-02,        +8.214126343043e-11,        +5.225745385956e-03,        +3.145988331698e-10,        +1.997771924628e-02,        +4.381059208837e-11,        +2.787186243558e-03,        +1.809921960640e-10,        +1.149340333625e-02,        +2.757656197629e-09,        +1.754393413125e-01,        +3.514494987933e-09,        +2.231781772804e-01,        +4.520745529400e-09,        +2.876053289751e-01,        +3.738248616605e-09,        +2.373870258286e-01,        +1.888947057225e-09,        +1.201729308311e-01,        +2.043010699969e-09,        +1.297356820109e-01,        +1.883188414458e-09,        +1.198065717126e-01,        +2.040336769705e-09,        +1.295658815461e-01,        +4.522129904676e-09,        +2.876934015517e-01,        +3.737631611702e-09,        +2.373478446575e-01,        +1.995463466815e-11,        +1.269493987438e-03,        +1.781712350377e-10,        +1.131426609400e-02
 2.45583000e+00,        +1.565466145439e-08,        +1.568352010134e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.181501168564e-11,        +5.226239604351e-03,        +3.133013700543e-10,        +1.997647008005e-02,        +8.181501168564e-11,        +5.226239604351e-03,        +3.133013700543e-10,        +1.997647008005e-02,        +4.363534872297e-11,        +2.787370959768e-03,        +1.802504995787e-10,        +1.149298744249e-02,        +2.746277332223e-09,        +1.754287271063e-01,        +3.500159211839e-09,        +2.231743377265e-01,        +4.502389572814e-09,        +2.876069588558e-01,        +3.723041158331e-09,        +2.373855572138e-01,        +1.881322112535e-09,        +1.201764802143e-01,        +2.034780053231e-09,        +1.297400099010e-01,        +1.875577267995e-09,        +1.198095068015e-01,        +2.032112350090e-09,        +1.295699139580e-01,        +4.503770626352e-09,        +2.876951788113e-01,        +3.722425693423e-09,        +2.373463144351e-01,        +1.987418206185e-11,        +1.269537646646e-03,        +1.774497647983e-10,        +1.131440924306e-02
 2.45583500e+00,        +1.559113036600e-08,        +1.561993647809e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +8.149067710075e-11,        +5.226733096817e-03,        +3.120117072440e-10,        +1.997522254215e-02,        +8.149067710075e-11,        +5.226733096817e-03,        +3.120117072440e-10,        +1.997522254215e-02,        +4.346113885032e-11,        +2.787555349104e-03,        +1.795132427108e-10,        +1.149257187842e-02,        +2.734967161553e-09,        +1.754181446342e-01,        +3.485909348909e-09,        +2.231705201746e-01,        +4.484142800476e-09,        +2.876085758512e-01,        +3.707924292402e-09,        +2.373840826820e-01,        +1.873742470629e-09,        +1.201800271464e-01,        +2.026598224875e-09,        +1.297443320412e-01,        +1.868011365609e-09,        +1.198124396216e-01,        +2.023936723268e-09,        +1.295739407204e-01,        +4.485520547129e-09,        +2.876969431871e-01,        +3.707310361069e-09,        +2.373447783395e-01,        +1.979420465267e-11,        +1.269581113621e-03,        +1.767325776087e-10,        +1.131455162168e-02
