        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.43778000e+00,        +2.928675746682e-10,        +2.347526370934e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.889318453216e-12,        +6.451101510151e-03,        +2.945671728248e-12,        +1.254798141874e-02
 2.43780000e+00,        +2.927081985051e-10,        +2.345956804794e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.887892926443e-12,        +6.449743929566e-03,        +2.944135773859e-12,        +1.254982942500e-02
 2.43782000e+00,        +2.925492236702e-10,        +2.344391242460e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.886470693536e-12,        +6.448387282895e-03,        +2.942603436524e-12,        +1.255167389823e-02
 2.43784000e+00,        +2.923906491107e-10,        +2.342829673430e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.885051745840e-12,        +6.447031570856e-03,        +2.941074706503e-12,        +1.255351483660e-02
 2.43786000e+00,        +2.922324737784e-10,        +2.341272087246e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.883636074731e-12,        +6.445676794152e-03,        +2.939549574100e-12,        +1.255535223827e-02
 2.43788000e+00,        +2.920746966296e-10,        +2.339718473497e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.882223671621e-12,        +6.444322953481e-03,        +2.938028029661e-12,        +1.255718610141e-02
 2.43790000e+00,        +2.919173166250e-10,        +2.338168821813e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.880814527954e-12,        +6.442970049529e-03,        +2.936510063572e-12,        +1.255901642420e-02
 2.43792000e+00,        +2.917603327299e-10,        +2.336623121874e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.879408635208e-12,        +6.441618082976e-03,        +2.934995666259e-12,        +1.256084320481e-02
 2.43794000e+00,        +2.916037439139e-10,        +2.335081363399e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.878005984895e-12,        +6.440267054493e-03,        +2.933484828192e-12,        +1.256266644140e-02
 2.43796000e+00,        +2.914475491510e-10,        +2.333543536155e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.876606568560e-12,        +6.438916964739e-03,        +2.931977539878e-12,        +1.256448613214e-02
 2.43798000e+00,        +2.912917474197e-10,        +2.332009629950e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.875210377780e-12,        +6.437567814367e-03,        +2.930473791867e-12,        +1.256630227522e-02
 2.43800000e+00,        +2.911363377030e-10,        +2.330479634638e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.873817404166e-12,        +6.436219604019e-03,        +2.928973574749e-12,        +1.256811486879e-02
 2.43802000e+00,        +2.909813189879e-10,        +2.328953540115e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.872427639363e-12,        +6.434872334332e-03,        +2.927476879154e-12,        +1.256992391102e-02
 2.43804000e+00,        +2.908266902661e-10,        +2.327431336321e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.871041075046e-12,        +6.433526005931e-03,        +2.925983695750e-12,        +1.257172940009e-02
 2.43806000e+00,        +2.906724505334e-10,        +2.325913013240e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.869657702924e-12,        +6.432180619433e-03,        +2.924494015249e-12,        +1.257353133416e-02
 2.43808000e+00,        +2.905185987901e-10,        +2.324398560897e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.868277514739e-12,        +6.430836175446e-03,        +2.923007828398e-12,        +1.257532971140e-02
 2.43810000e+00,        +2.903651340405e-10,        +2.322887969363e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.866900502264e-12,        +6.429492674570e-03,        +2.921525125988e-12,        +1.257712452998e-02
 2.43812000e+00,        +2.902120552936e-10,        +2.321381228749e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.865526657306e-12,        +6.428150117397e-03,        +2.920045898844e-12,        +1.257891578807e-02
 2.43814000e+00,        +2.900593615623e-10,        +2.319878329209e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.864155971701e-12,        +6.426808504509e-03,        +2.918570137835e-12,        +1.258070348383e-02
 2.43816000e+00,        +2.899070518639e-10,        +2.318379260941e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.862788437321e-12,        +6.425467836481e-03,        +2.917097833867e-12,        +1.258248761543e-02
 2.43818000e+00,        +2.897551252199e-10,        +2.316884014183e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.861424046065e-12,        +6.424128113877e-03,        +2.915628977884e-12,        +1.258426818104e-02
 2.43820000e+00,        +2.896035806559e-10,        +2.315392579215e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.860062789868e-12,        +6.422789337256e-03,        +2.914163560870e-12,        +1.258604517881e-02
 2.43822000e+00,        +2.894524172019e-10,        +2.313904946362e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.858704660693e-12,        +6.421451507164e-03,        +2.912701573846e-12,        +1.258781860692e-02
 2.43824000e+00,        +2.893016338918e-10,        +2.312421105987e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.857349650538e-12,        +6.420114624143e-03,        +2.911243007873e-12,        +1.258958846352e-02
 2.43826000e+00,        +2.891512297640e-10,        +2.310941048496e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.855997751428e-12,        +6.418778688725e-03,        +2.909787854050e-12,        +1.259135474678e-02
 2.43828000e+00,        +2.890012038607e-10,        +2.309464764337e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.854648955422e-12,        +6.417443701432e-03,        +2.908336103512e-12,        +1.259311745484e-02
 2.43830000e+00,        +2.888515552284e-10,        +2.307992243997e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.853303254610e-12,        +6.416109662780e-03,        +2.906887747434e-12,        +1.259487658589e-02
 2.43832000e+00,        +2.887022829177e-10,        +2.306523478007e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.851960641111e-12,        +6.414776573274e-03,        +2.905442777026e-12,        +1.259663213807e-02
 2.43834000e+00,        +2.885533859832e-10,        +2.305058456936e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.850621107077e-12,        +6.413444433415e-03,        +2.904001183540e-12,        +1.259838410953e-02
 2.43836000e+00,        +2.884048634837e-10,        +2.303597171395e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.849284644689e-12,        +6.412113243690e-03,        +2.902562958261e-12,        +1.260013249844e-02
 2.43838000e+00,        +2.882567144819e-10,        +2.302139612036e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.847951246157e-12,        +6.410783004582e-03,        +2.901128092513e-12,        +1.260187730294e-02
 2.43840000e+00,        +2.881089380447e-10,        +2.300685769551e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.846620903726e-12,        +6.409453716565e-03,        +2.899696577657e-12,        +1.260361852120e-02
 2.43842000e+00,        +2.879615332429e-10,        +2.299235634670e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.845293609668e-12,        +6.408125380104e-03,        +2.898268405091e-12,        +1.260535615135e-02
 2.43844000e+00,        +2.878144991514e-10,        +2.297789198167e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.843969356284e-12,        +6.406797995655e-03,        +2.896843566248e-12,        +1.260709019156e-02
 2.43846000e+00,        +2.876678348490e-10,        +2.296346450853e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.842648135907e-12,        +6.405471563669e-03,        +2.895422052601e-12,        +1.260882063996e-02
 2.43848000e+00,        +2.875215394185e-10,        +2.294907383579e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.841329940901e-12,        +6.404146084585e-03,        +2.894003855655e-12,        +1.261054749470e-02
 2.43850000e+00,        +2.873756119467e-10,        +2.293471987236e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.840014763656e-12,        +6.402821558836e-03,        +2.892588966957e-12,        +1.261227075393e-02
 2.43852000e+00,        +2.872300515244e-10,        +2.292040252755e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.838702596595e-12,        +6.401497986847e-03,        +2.891177378083e-12,        +1.261399041578e-02
 2.43854000e+00,        +2.870848572461e-10,        +2.290612171105e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.837393432169e-12,        +6.400175369034e-03,        +2.889769080652e-12,        +1.261570647840e-02
 2.43856000e+00,        +2.869400282104e-10,        +2.289187733295e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.836087262858e-12,        +6.398853705806e-03,        +2.888364066314e-12,        +1.261741893993e-02
 2.43858000e+00,        +2.867955635199e-10,        +2.287766930373e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.834784081173e-12,        +6.397532997563e-03,        +2.886962326756e-12,        +1.261912779850e-02
 2.43860000e+00,        +2.866514622808e-10,        +2.286349753425e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.833483879653e-12,        +6.396213244699e-03,        +2.885563853701e-12,        +1.262083305224e-02
 2.43862000e+00,        +2.865077236033e-10,        +2.284936193575e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.832186650864e-12,        +6.394894447596e-03,        +2.884168638908e-12,        +1.262253469929e-02
 2.43864000e+00,        +2.863643466015e-10,        +2.283526241988e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.830892387405e-12,        +6.393576606633e-03,        +2.882776674169e-12,        +1.262423273778e-02
 2.43866000e+00,        +2.862213303933e-10,        +2.282119889865e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.829601081901e-12,        +6.392259722177e-03,        +2.881387951313e-12,        +1.262592716583e-02
 2.43868000e+00,        +2.860786741004e-10,        +2.280717128447e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.828312727007e-12,        +6.390943794590e-03,        +2.880002462204e-12,        +1.262761798157e-02
 2.43870000e+00,        +2.859363768484e-10,        +2.279317949010e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.827027315405e-12,        +6.389628824224e-03,        +2.878620198739e-12,        +1.262930518311e-02
 2.43872000e+00,        +2.857944377665e-10,        +2.277922342871e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.825744839807e-12,        +6.388314811426e-03,        +2.877241152851e-12,        +1.263098876859e-02
 2.43874000e+00,        +2.856528559879e-10,        +2.276530301383e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.824465292953e-12,        +6.387001756532e-03,        +2.875865316509e-12,        +1.263266873611e-02
 2.43876000e+00,        +2.855116306494e-10,        +2.275141815938e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.823188667611e-12,        +6.385689659871e-03,        +2.874492681713e-12,        +1.263434508379e-02
 2.43878000e+00,        +2.853707608916e-10,        +2.273756877964e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.821914956576e-12,        +6.384378521765e-03,        +2.873123240500e-12,        +1.263601780975e-02
 2.43880000e+00,        +2.852302458588e-10,        +2.272375478927e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.820644152673e-12,        +6.383068342529e-03,        +2.871756984939e-12,        +1.263768691209e-02
 2.43882000e+00,        +2.850900846992e-10,        +2.270997610330e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.819376248754e-12,        +6.381759122469e-03,        +2.870393907135e-12,        +1.263935238891e-02
 2.43884000e+00,        +2.849502765644e-10,        +2.269623263713e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.818111237699e-12,        +6.380450861883e-03,        +2.869033999225e-12,        +1.264101423833e-02
 2.43886000e+00,        +2.848108206099e-10,        +2.268252430653e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.816849112415e-12,        +6.379143561063e-03,        +2.867677253381e-12,        +1.264267245844e-02
 2.43888000e+00,        +2.846717159949e-10,        +2.266885102763e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.815589865836e-12,        +6.377837220291e-03,        +2.866323661808e-12,        +1.264432704734e-02
 2.43890000e+00,        +2.845329618822e-10,        +2.265521271694e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.814333490927e-12,        +6.376531839844e-03,        +2.864973216745e-12,        +1.264597800312e-02
