        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1]
 2.43516000e+00,        +3.176847328775e-10,        +2.592435951389e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.108352259291e-12,        +6.636618134569e-03,        +3.182493241994e-12,        +1.227607278123e-02
 2.43518000e+00,        +3.174616641428e-10,        +2.590230943997e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.106405214054e-12,        +6.635148277640e-03,        +3.180380581625e-12,        +1.227836687302e-02
 2.43520000e+00,        +3.172391825938e-10,        +2.588031795075e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.104462957387e-12,        +6.633679169707e-03,        +3.178273258800e-12,        +1.228065769844e-02
 2.43522000e+00,        +3.170172863703e-10,        +2.585838486057e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.102525474567e-12,        +6.632210812980e-03,        +3.176171256268e-12,        +1.228294525507e-02
 2.43524000e+00,        +3.167959736209e-10,        +2.583650998464e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.100592750935e-12,        +6.630743209664e-03,        +3.174074556860e-12,        +1.228522954047e-02
 2.43526000e+00,        +3.165752425018e-10,        +2.581469313893e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.098664771892e-12,        +6.629276361938e-03,        +3.171983143478e-12,        +1.228751055225e-02
 2.43528000e+00,        +3.163550911778e-10,        +2.579293414029e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.096741522900e-12,        +6.627810271976e-03,        +3.169896999106e-12,        +1.228978828801e-02
 2.43530000e+00,        +3.161355178218e-10,        +2.577123280634e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.094822989484e-12,        +6.626344941932e-03,        +3.167816106803e-12,        +1.229206274534e-02
 2.43532000e+00,        +3.159165206147e-10,        +2.574958895553e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.092909157227e-12,        +6.624880373950e-03,        +3.165740449701e-12,        +1.229433392187e-02
 2.43534000e+00,        +3.156980977454e-10,        +2.572800240710e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.091000011774e-12,        +6.623416570158e-03,        +3.163670011011e-12,        +1.229660181521e-02
 2.43536000e+00,        +3.154802474111e-10,        +2.570647298112e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.089095538831e-12,        +6.621953532669e-03,        +3.161604774017e-12,        +1.229886642302e-02
 2.43538000e+00,        +3.152629678167e-10,        +2.568500049843e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.087195724162e-12,        +6.620491263585e-03,        +3.159544722079e-12,        +1.230112774291e-02
 2.43540000e+00,        +3.150462571752e-10,        +2.566358478066e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.085300553591e-12,        +6.619029764990e-03,        +3.157489838632e-12,        +1.230338577256e-02
 2.43542000e+00,        +3.148301137074e-10,        +2.564222565025e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.083410013002e-12,        +6.617569038959e-03,        +3.155440107182e-12,        +1.230564050960e-02
 2.43544000e+00,        +3.146145356421e-10,        +2.562092293043e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.081524088337e-12,        +6.616109087548e-03,        +3.153395511311e-12,        +1.230789195172e-02
 2.43546000e+00,        +3.143995212159e-10,        +2.559967644517e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.079642765596e-12,        +6.614649912804e-03,        +3.151356034675e-12,        +1.231014009659e-02
 2.43548000e+00,        +3.141850686729e-10,        +2.557848601927e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.077766030839e-12,        +6.613191516757e-03,        +3.149321661000e-12,        +1.231238494189e-02
 2.43550000e+00,        +3.139711762655e-10,        +2.555735147827e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.075893870184e-12,        +6.611733901424e-03,        +3.147292374086e-12,        +1.231462648531e-02
 2.43552000e+00,        +3.137578422532e-10,        +2.553627264850e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.074026269806e-12,        +6.610277068811e-03,        +3.145268157807e-12,        +1.231686472455e-02
 2.43554000e+00,        +3.135450649037e-10,        +2.551524935703e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.072163215937e-12,        +6.608821020906e-03,        +3.143248996106e-12,        +1.231909965732e-02
 2.43556000e+00,        +3.133328424921e-10,        +2.549428143173e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.070304694868e-12,        +6.607365759688e-03,        +3.141234872998e-12,        +1.232133128133e-02
 2.43558000e+00,        +3.131211733010e-10,        +2.547336870119e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.068450692945e-12,        +6.605911287119e-03,        +3.139225772571e-12,        +1.232355959431e-02
 2.43560000e+00,        +3.129100556207e-10,        +2.545251099479e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.066601196572e-12,        +6.604457605149e-03,        +3.137221678981e-12,        +1.232578459400e-02
 2.43562000e+00,        +3.126994877490e-10,        +2.543170814263e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.064756192208e-12,        +6.603004715715e-03,        +3.135222576455e-12,        +1.232800627811e-02
 2.43564000e+00,        +3.124894679912e-10,        +2.541095997558e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.062915666371e-12,        +6.601552620740e-03,        +3.133228449292e-12,        +1.233022464442e-02
 2.43566000e+00,        +3.122799946601e-10,        +2.539026632525e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.061079605632e-12,        +6.600101322135e-03,        +3.131239281859e-12,        +1.233243969066e-02
 2.43568000e+00,        +3.120710660757e-10,        +2.536962702398e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.059247996619e-12,        +6.598650821795e-03,        +3.129255058592e-12,        +1.233465141460e-02
 2.43570000e+00,        +3.118626805656e-10,        +2.534904190486e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.057420826015e-12,        +6.597201121606e-03,        +3.127275763997e-12,        +1.233685981401e-02
 2.43572000e+00,        +3.116548364648e-10,        +2.532851080171e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.055598080557e-12,        +6.595752223435e-03,        +3.125301382648e-12,        +1.233906488666e-02
 2.43574000e+00,        +3.114475321152e-10,        +2.530803354907e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.053779747039e-12,        +6.594304129143e-03,        +3.123331899187e-12,        +1.234126663034e-02
 2.43576000e+00,        +3.112407658665e-10,        +2.528760998222e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.051965812308e-12,        +6.592856840573e-03,        +3.121367298324e-12,        +1.234346504283e-02
 2.43578000e+00,        +3.110345360753e-10,        +2.526723993716e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.050156263267e-12,        +6.591410359557e-03,        +3.119407564838e-12,        +1.234566012195e-02
 2.43580000e+00,        +3.108288411055e-10,        +2.524692325059e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.048351086870e-12,        +6.589964687911e-03,        +3.117452683574e-12,        +1.234785186548e-02
 2.43582000e+00,        +3.106236793281e-10,        +2.522665975996e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.046550270127e-12,        +6.588519827444e-03,        +3.115502639444e-12,        +1.235004027124e-02
 2.43584000e+00,        +3.104190491213e-10,        +2.520644930340e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.044753800101e-12,        +6.587075779946e-03,        +3.113557417426e-12,        +1.235222533705e-02
 2.43586000e+00,        +3.102149488704e-10,        +2.518629171977e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.042961663909e-12,        +6.585632547199e-03,        +3.111617002566e-12,        +1.235440706074e-02
 2.43588000e+00,        +3.100113769678e-10,        +2.516618684863e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.041173848720e-12,        +6.584190130969e-03,        +3.109681379974e-12,        +1.235658544013e-02
 2.43590000e+00,        +3.098083318128e-10,        +2.514613453023e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.039390341755e-12,        +6.582748533012e-03,        +3.107750534828e-12,        +1.235876047307e-02
 2.43592000e+00,        +3.096058118118e-10,        +2.512613460553e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.037611130291e-12,        +6.581307755068e-03,        +3.105824452368e-12,        +1.236093215740e-02
 2.43594000e+00,        +3.094038153781e-10,        +2.510618691620e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.035836201653e-12,        +6.579867798867e-03,        +3.103903117902e-12,        +1.236310049098e-02
 2.43596000e+00,        +3.092023409320e-10,        +2.508629130456e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.034065543220e-12,        +6.578428666125e-03,        +3.101986516802e-12,        +1.236526547165e-02
 2.43598000e+00,        +3.090013869006e-10,        +2.506644761367e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.032299142423e-12,        +6.576990358548e-03,        +3.100074634502e-12,        +1.236742709730e-02
 2.43600000e+00,        +3.088009517180e-10,        +2.504665568723e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.030536986744e-12,        +6.575552877826e-03,        +3.098167456504e-12,        +1.236958536578e-02
 2.43602000e+00,        +3.086010338250e-10,        +2.502691536965e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.028779063717e-12,        +6.574116225638e-03,        +3.096264968370e-12,        +1.237174027497e-02
 2.43604000e+00,        +3.084016316692e-10,        +2.500722650601e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.027025360926e-12,        +6.572680403652e-03,        +3.094367155727e-12,        +1.237389182276e-02
 2.43606000e+00,        +3.082027437051e-10,        +2.498758894207e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.025275866007e-12,        +6.571245413523e-03,        +3.092474004267e-12,        +1.237604000705e-02
 2.43608000e+00,        +3.080043683938e-10,        +2.496800252425e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.023530566645e-12,        +6.569811256891e-03,        +3.090585499740e-12,        +1.237818482571e-02
 2.43610000e+00,        +3.078065042031e-10,        +2.494846709966e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.021789450576e-12,        +6.568377935388e-03,        +3.088701627964e-12,        +1.238032627666e-02
 2.43612000e+00,        +3.076091496076e-10,        +2.492898251605e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.020052505588e-12,        +6.566945450632e-03,        +3.086822374815e-12,        +1.238246435781e-02
 2.43614000e+00,        +3.074123030883e-10,        +2.490954862185e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.018319719515e-12,        +6.565513804226e-03,        +3.084947726232e-12,        +1.238459906706e-02
 2.43616000e+00,        +3.072159631331e-10,        +2.489016526615e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.016591080245e-12,        +6.564082997766e-03,        +3.083077668217e-12,        +1.238673040234e-02
 2.43618000e+00,        +3.070201282363e-10,        +2.487083229870e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.014866575711e-12,        +6.562653032832e-03,        +3.081212186831e-12,        +1.238885836158e-02
 2.43620000e+00,        +3.068247968987e-10,        +2.485154956988e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.013146193898e-12,        +6.561223910994e-03,        +3.079351268199e-12,        +1.239098294270e-02
 2.43622000e+00,        +3.066299676277e-10,        +2.483231693074e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.011429922840e-12,        +6.559795633810e-03,        +3.077494898503e-12,        +1.239310414363e-02
 2.43624000e+00,        +3.064356389372e-10,        +2.481313423298e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.009717750618e-12,        +6.558368202824e-03,        +3.075643063989e-12,        +1.239522196233e-02
 2.43626000e+00,        +3.062418093475e-10,        +2.479400132894e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.008009665363e-12,        +6.556941619570e-03,        +3.073795750960e-12,        +1.239733639674e-02
 2.43628000e+00,        +3.060484773853e-10,        +2.477491807159e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.006305655254e-12,        +6.555515885571e-03,        +3.071952945780e-12,        +1.239944744481e-02
 2.43630000e+00,        +3.058556415838e-10,        +2.475588431455e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.004605708518e-12,        +6.554091002334e-03,        +3.070114634874e-12,        +1.240155510450e-02
 2.43632000e+00,        +3.056633004824e-10,        +2.473689991207e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.002909813428e-12,        +6.552666971360e-03,        +3.068280804724e-12,        +1.240365937377e-02
 2.43634000e+00,        +3.054714526269e-10,        +2.471796471905e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.001217958307e-12,        +6.551243794134e-03,        +3.066451441872e-12,        +1.240576025060e-02
 2.43636000e+00,        +3.052800965695e-10,        +2.469907859099e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.999530131525e-12,        +6.549821472130e-03,        +3.064626532918e-12,        +1.240785773295e-02
 2.43638000e+00,        +3.050892308685e-10,        +2.468024138403e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.997846321498e-12,        +6.548400006812e-03,        +3.062806064522e-12,        +1.240995181880e-02
 2.43640000e+00,        +3.048988540887e-10,        +2.466145295494e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.996166516689e-12,        +6.546979399630e-03,        +3.060990023400e-12,        +1.241204250615e-02
 2.43642000e+00,        +3.047089648007e-10,        +2.464271316110e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.994490705610e-12,        +6.545559652027e-03,        +3.059178396328e-12,        +1.241412979297e-02
 2.43644000e+00,        +3.045195615816e-10,        +2.462402186051e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.992818876816e-12,        +6.544140765428e-03,        +3.057371170137e-12,        +1.241621367726e-02
 2.43646000e+00,        +3.043306430147e-10,        +2.460537891180e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.991151018912e-12,        +6.542722741251e-03,        +3.055568331717e-12,        +1.241829415702e-02
 2.43648000e+00,        +3.041422076892e-10,        +2.458678417418e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.989487120545e-12,        +6.541305580901e-03,        +3.053769868015e-12,        +1.242037123025e-02
 2.43650000e+00,        +3.039542542005e-10,        +2.456823750750e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.987827170411e-12,        +6.539889285772e-03,        +3.051975766034e-12,        +1.242244489497e-02
 2.43652000e+00,        +3.037667811502e-10,        +2.454973877220e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.986171157251e-12,        +6.538473857247e-03,        +3.050186012834e-12,        +1.242451514917e-02
 2.43654000e+00,        +3.035797871457e-10,        +2.453128782933e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.984519069850e-12,        +6.537059296697e-03,        +3.048400595532e-12,        +1.242658199088e-02
 2.43656000e+00,        +3.033932708006e-10,        +2.451288454053e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.982870897041e-12,        +6.535645605482e-03,        +3.046619501298e-12,        +1.242864541813e-02
 2.43658000e+00,        +3.032072307343e-10,        +2.449452876806e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.981226627698e-12,        +6.534232784951e-03,        +3.044842717361e-12,        +1.243070542893e-02
 2.43660000e+00,        +3.030216655724e-10,        +2.447622037475e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.979586250744e-12,        +6.532820836441e-03,        +3.043070231003e-12,        +1.243276202131e-02
 2.43662000e+00,        +3.028365739463e-10,        +2.445795922403e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.977949755145e-12,        +6.531409761279e-03,        +3.041302029563e-12,        +1.243481519331e-02
 2.43664000e+00,        +3.026519544933e-10,        +2.443974517993e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.976317129910e-12,        +6.529999560779e-03,        +3.039538100434e-12,        +1.243686494297e-02
 2.43666000e+00,        +3.024678058565e-10,        +2.442157810706e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.974688364094e-12,        +6.528590236247e-03,        +3.037778431064e-12,        +1.243891126834e-02
 2.43668000e+00,        +3.022841266851e-10,        +2.440345787061e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.973063446795e-12,        +6.527181788975e-03,        +3.036023008954e-12,        +1.244095416744e-02
 2.43670000e+00,        +3.021009156339e-10,        +2.438538433635e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.971442367156e-12,        +6.525774220245e-03,        +3.034271821660e-12,        +1.244299363835e-02
 2.43672000e+00,        +3.019181713635e-10,        +2.436735737066e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.969825114362e-12,        +6.524367531327e-03,        +3.032524856792e-12,        +1.244502967911e-02
 2.43674000e+00,        +3.017358925404e-10,        +2.434937684044e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.968211677643e-12,        +6.522961723485e-03,        +3.030782102015e-12,        +1.244706228777e-02
 2.43676000e+00,        +3.015540778368e-10,        +2.433144261321e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.966602046271e-12,        +6.521556797965e-03,        +3.029043545044e-12,        +1.244909146241e-02
 2.43678000e+00,        +3.013727259305e-10,        +2.431355455705e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.964996209561e-12,        +6.520152756007e-03,        +3.027309173649e-12,        +1.245111720109e-02
 2.43680000e+00,        +3.011918355052e-10,        +2.429571254059e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.963394156872e-12,        +6.518749598837e-03,        +3.025578975655e-12,        +1.245313950188e-02
 2.43682000e+00,        +3.010114052500e-10,        +2.427791643305e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.961795877606e-12,        +6.517347327674e-03,        +3.023852938935e-12,        +1.245515836284e-02
 2.43684000e+00,        +3.008314338600e-10,        +2.426016610420e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.960201361204e-12,        +6.515945943723e-03,        +3.022131051417e-12,        +1.245717378206e-02
 2.43686000e+00,        +3.006519200355e-10,        +2.424246142438e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.958610597154e-12,        +6.514545448180e-03,        +3.020413301083e-12,        +1.245918575762e-02
 2.43688000e+00,        +3.004728624828e-10,        +2.422480226447e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.957023574982e-12,        +6.513145842229e-03,        +3.018699675962e-12,        +1.246119428760e-02
 2.43690000e+00,        +3.002942599133e-10,        +2.420718849592e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.955440284259e-12,        +6.511747127045e-03,        +3.016990164139e-12,        +1.246319937009e-02
 2.43692000e+00,        +3.001161110445e-10,        +2.418961999074e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.953860714595e-12,        +6.510349303792e-03,        +3.015284753749e-12,        +1.246520100317e-02
 2.43694000e+00,        +2.999384145989e-10,        +2.417209662148e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.952284855644e-12,        +6.508952373621e-03,        +3.013583432977e-12,        +1.246719918494e-02
 2.43696000e+00,        +2.997611693048e-10,        +2.415461826124e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.950712697099e-12,        +6.507556337677e-03,        +3.011886190059e-12,        +1.246919391350e-02
 2.43698000e+00,        +2.995843738959e-10,        +2.413718478365e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.949144228696e-12,        +6.506161197091e-03,        +3.010193013285e-12,        +1.247118518695e-02
 2.43700000e+00,        +2.994080271111e-10,        +2.411979606292e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.947579440211e-12,        +6.504766952984e-03,        +3.008503890990e-12,        +1.247317300338e-02
 2.43702000e+00,        +2.992321276952e-10,        +2.410245197377e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.946018321461e-12,        +6.503373606469e-03,        +3.006818811564e-12,        +1.247515736090e-02
 2.43704000e+00,        +2.990566743980e-10,        +2.408515239147e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.944460862303e-12,        +6.501981158645e-03,        +3.005137763445e-12,        +1.247713825763e-02
 2.43706000e+00,        +2.988816659747e-10,        +2.406789719183e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.942907052635e-12,        +6.500589610603e-03,        +3.003460735121e-12,        +1.247911569167e-02
 2.43708000e+00,        +2.987071011861e-10,        +2.405068625118e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.941356882396e-12,        +6.499198963425e-03,        +3.001787715128e-12,        +1.248108966114e-02
 2.43710000e+00,        +2.985329787980e-10,        +2.403351944639e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.939810341565e-12,        +6.497809218180e-03,        +3.000118692053e-12,        +1.248306016414e-02
 2.43712000e+00,        +2.983592975818e-10,        +2.401639665485e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.938267420157e-12,        +6.496420375927e-03,        +2.998453654533e-12,        +1.248502719881e-02
 2.43714000e+00,        +2.981860563138e-10,        +2.399931775451e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.936728108233e-12,        +6.495032437715e-03,        +2.996792591252e-12,        +1.248699076326e-02
 2.43716000e+00,        +2.980132537760e-10,        +2.398228262380e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.935192395888e-12,        +6.493645404586e-03,        +2.995135490943e-12,        +1.248895085562e-02
 2.43718000e+00,        +2.978408887552e-10,        +2.396529114169e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.933660273260e-12,        +6.492259277568e-03,        +2.993482342387e-12,        +1.249090747401e-02
 2.43720000e+00,        +2.976689600437e-10,        +2.394834318768e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.932131730524e-12,        +6.490874057680e-03,        +2.991833134414e-12,        +1.249286061657e-02
 2.43722000e+00,        +2.974974664389e-10,        +2.393143864177e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.930606757895e-12,        +6.489489745931e-03,        +2.990187855902e-12,        +1.249481028142e-02
 2.43724000e+00,        +2.973264067432e-10,        +2.391457738449e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.929085345628e-12,        +6.488106343321e-03,        +2.988546495777e-12,        +1.249675646669e-02
 2.43726000e+00,        +2.971557797644e-10,        +2.389775929687e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.927567484013e-12,        +6.486723850839e-03,        +2.986909043011e-12,        +1.249869917052e-02
 2.43728000e+00,        +2.969855843153e-10,        +2.388098426046e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.926053163382e-12,        +6.485342269466e-03,        +2.985275486625e-12,        +1.250063839106e-02
 2.43730000e+00,        +2.968158192136e-10,        +2.386425215732e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.924542374104e-12,        +6.483961600168e-03,        +2.983645815686e-12,        +1.250257412643e-02
 2.43732000e+00,        +2.966464832824e-10,        +2.384756286999e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.923035106586e-12,        +6.482581843907e-03,        +2.982020019308e-12,        +1.250450637478e-02
 2.43734000e+00,        +2.964775753497e-10,        +2.383091628156e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.921531351273e-12,        +6.481203001633e-03,        +2.980398086652e-12,        +1.250643513425e-02
 2.43736000e+00,        +2.963090942483e-10,        +2.381431227558e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.920031098649e-12,        +6.479825074284e-03,        +2.978780006925e-12,        +1.250836040300e-02
 2.43738000e+00,        +2.961410388164e-10,        +2.379775073612e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.918534339233e-12,        +6.478448062792e-03,        +2.977165769381e-12,        +1.251028217916e-02
 2.43740000e+00,        +2.959734078970e-10,        +2.378123154775e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.917041063585e-12,        +6.477071968076e-03,        +2.975555363320e-12,        +1.251220046088e-02
 2.43742000e+00,        +2.958062003379e-10,        +2.376475459552e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.915551262300e-12,        +6.475696791048e-03,        +2.973948778087e-12,        +1.251411524632e-02
 2.43744000e+00,        +2.956394149920e-10,        +2.374831976498e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.914064926010e-12,        +6.474322532607e-03,        +2.972346003073e-12,        +1.251602653362e-02
 2.43746000e+00,        +2.954730507172e-10,        +2.373192694217e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.912582045385e-12,        +6.472949193648e-03,        +2.970747027715e-12,        +1.251793432094e-02
 2.43748000e+00,        +2.953071063761e-10,        +2.371557601363e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.911102611131e-12,        +6.471576775050e-03,        +2.969151841494e-12,        +1.251983860644e-02
 2.43750000e+00,        +2.951415808363e-10,        +2.369926686637e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.909626613992e-12,        +6.470205277686e-03,        +2.967560433937e-12,        +1.252173938827e-02
 2.43752000e+00,        +2.949764729703e-10,        +2.368299938790e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.908154044747e-12,        +6.468834702419e-03,        +2.965972794615e-12,        +1.252363666458e-02
 2.43754000e+00,        +2.948117816552e-10,        +2.366677346619e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.906684894213e-12,        +6.467465050101e-03,        +2.964388913145e-12,        +1.252553043354e-02
 2.43756000e+00,        +2.946475057730e-10,        +2.365058898972e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.905219153241e-12,        +6.466096321578e-03,        +2.962808779188e-12,        +1.252742069331e-02
 2.43758000e+00,        +2.944836442108e-10,        +2.363444584742e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.903756812721e-12,        +6.464728517683e-03,        +2.961232382447e-12,        +1.252930744205e-02
 2.43760000e+00,        +2.943201958600e-10,        +2.361834392871e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.902297863575e-12,        +6.463361639240e-03,        +2.959659712672e-12,        +1.253119067791e-02
 2.43762000e+00,        +2.941571596170e-10,        +2.360228312349e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.900842296765e-12,        +6.461995687067e-03,        +2.958090759656e-12,        +1.253307039907e-02
 2.43764000e+00,        +2.939945343829e-10,        +2.358626332213e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.899390103285e-12,        +6.460630661969e-03,        +2.956525513234e-12,        +1.253494660369e-02
 2.43766000e+00,        +2.938323190634e-10,        +2.357028441545e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.897941274167e-12,        +6.459266564742e-03,        +2.954963963286e-12,        +1.253681928993e-02
 2.43768000e+00,        +2.936705125692e-10,        +2.355434629476e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.896495800477e-12,        +6.457903396175e-03,        +2.953406099736e-12,        +1.253868845595e-02
 2.43770000e+00,        +2.935091138153e-10,        +2.353844885184e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.895053673316e-12,        +6.456541157045e-03,        +2.951851912549e-12,        +1.254055409993e-02
 2.43772000e+00,        +2.933481217215e-10,        +2.352259197891e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.893614883821e-12,        +6.455179848122e-03,        +2.950301391734e-12,        +1.254241622003e-02
 2.43774000e+00,        +2.931875352123e-10,        +2.350677556867e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.892179423163e-12,        +6.453819470167e-03,        +2.948754527342e-12,        +1.254427481442e-02
 2.43776000e+00,        +2.930273532166e-10,        +2.349099951427e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.890747282548e-12,        +6.452460023929e-03,        +2.947211309468e-12,        +1.254612988126e-02
